Date,Ticker,daily_range,daily_range_avg,daily_range_hi,daily_range_lo
2025-12-02,STT,1.7,2.1,2.6,1.6
2025-12-03,STT,2.1,2.1,2.6,1.6
2025-12-04,STT,2.1,2.1,2.6,1.6
2025-12-05,STT,3.0,2.1,2.6,1.6
2025-12-01,STX,10.0,12.9,17.2,8.6
2025-12-02,STX,19.0,12.9,17.2,8.6
2025-12-03,STX,15.9,12.9,17.2,8.6
2025-12-04,STX,9.0,12.9,17.2,8.6
2025-12-05,STX,10.6,12.9,17.2,8.6
2025-12-01,STZ,2.6,3.0,4.3,1.8
2025-12-02,STZ,2.3,3.0,4.3,1.8
2025-12-03,STZ,2.6,3.0,4.3,1.8
2025-12-04,STZ,2.5,3.0,4.3,1.8
2025-12-05,STZ,5.3,3.0,4.3,1.8
2025-12-01,SW,0.9,1.1,1.5,0.7
2025-12-02,SW,1.2,1.1,1.5,0.7
2025-12-03,SW,1.6,1.1,1.5,0.7
2025-12-04,SW,1.2,1.1,1.5,0.7
2025-12-05,SW,0.6,1.1,1.5,0.7
2025-12-01,SWK,2.9,2.0,2.5,1.4
2025-12-02,SWK,1.9,2.0,2.5,1.4
2025-12-03,SWK,1.8,2.0,2.5,1.4
2025-12-04,SWK,1.9,2.0,2.5,1.4
2025-12-05,SWK,1.5,2.0,2.5,1.4
2025-12-01,SWKS,1.5,1.9,2.6,1.2
2025-12-02,SWKS,3.1,1.9,2.6,1.2
2025-12-03,SWKS,2.1,1.9,2.6,1.2
2025-12-04,SWKS,1.2,1.9,2.6,1.2
2025-12-05,SWKS,1.6,1.9,2.6,1.2
2025-12-01,SYF,2.3,1.7,2.0,1.3
2025-12-02,SYF,1.6,1.7,2.0,1.3
2025-12-03,SYF,1.7,1.7,2.0,1.3
2025-12-04,SYF,1.5,1.7,2.0,1.3
2025-12-05,SYF,1.4,1.7,2.0,1.3
2025-12-01,SYK,5.1,5.8,7.6,4.0
2025-12-02,SYK,8.5,5.8,7.6,4.0
2025-12-03,SYK,3.7,5.8,7.6,4.0
2025-12-04,SYK,5.2,5.8,7.6,4.0
2025-12-05,SYK,6.3,5.8,7.6,4.0
2025-12-01,SYY,1.0,1.3,1.8,0.9
2025-12-02,SYY,1.8,1.3,1.8,0.9
2025-12-03,SYY,2.0,1.3,1.8,0.9
2025-12-04,SYY,1.1,1.3,1.8,0.9
2025-12-05,SYY,0.9,1.3,1.8,0.9
2025-12-01,T,0.4,0.4,0.5,0.3
2025-12-02,T,0.4,0.4,0.5,0.3
2025-12-03,T,0.5,0.4,0.5,0.3
2025-12-04,T,0.3,0.4,0.5,0.3
2025-12-05,T,0.4,0.4,0.5,0.3
2025-12-01,TAGS,0.2,0.2,0.2,0.1
2025-12-02,TAGS,0.2,0.2,0.2,0.1
2025-12-03,TAGS,0.1,0.2,0.2,0.1
2025-12-04,TAGS,0.1,0.2,0.2,0.1
2025-12-05,TAGS,0.2,0.2,0.2,0.1
2025-12-01,TAP,1.0,0.9,1.1,0.7
2025-12-02,TAP,0.9,0.9,1.1,0.7
2025-12-03,TAP,0.9,0.9,1.1,0.7
2025-12-04,TAP,1.2,0.9,1.1,0.7
2025-12-05,TAP,0.7,0.9,1.1,0.7
2025-12-01,TDG,19.1,22.4,28.2,16.5
2025-12-02,TDG,27.3,22.4,28.2,16.5
2025-12-03,TDG,17.4,22.4,28.2,16.5
2025-12-04,TDG,30.1,22.4,28.2,16.5
2025-12-05,TDG,18.1,22.4,28.2,16.5
2025-12-01,TDW,1.8,2.5,3.9,1.2
2025-12-02,TDW,1.6,2.5,3.9,1.2
2025-12-03,TDW,4.8,2.5,3.9,1.2
2025-12-04,TDW,1.7,2.5,3.9,1.2
2025-12-05,TDW,2.8,2.5,3.9,1.2
2025-12-01,TDY,9.3,10.5,13.9,7.2
2025-12-02,TDY,6.2,10.5,13.9,7.2
2025-12-03,TDY,10.6,10.5,13.9,7.2
2025-12-04,TDY,15.4,10.5,13.9,7.2
2025-12-05,TDY,11.1,10.5,13.9,7.2
2025-12-01,TECH,1.7,1.9,2.6,1.3
2025-12-02,TECH,1.2,1.9,2.6,1.3
2025-12-03,TECH,1.6,1.9,2.6,1.3
2025-12-04,TECH,2.5,1.9,2.6,1.3
2025-12-05,TECH,2.6,1.9,2.6,1.3
2025-12-01,TECK,1.2,1.0,1.3,0.7
2025-12-02,TECK,1.0,1.0,1.3,0.7
2025-12-03,TECK,0.7,1.0,1.3,0.7
2025-12-04,TECK,0.7,1.0,1.3,0.7
2025-12-05,TECK,1.5,1.0,1.3,0.7
2025-12-01,TEL,5.9,4.5,5.4,3.6
2025-12-02,TEL,3.9,4.5,5.4,3.6
2025-12-03,TEL,4.9,4.5,5.4,3.6
2025-12-04,TEL,4.2,4.5,5.4,3.6
2025-12-05,TEL,3.6,4.5,5.4,3.6
2025-12-01,TER,4.8,5.9,7.5,4.3
2025-12-02,TER,5.6,5.9,7.5,4.3
2025-12-03,TER,7.2,5.9,7.5,4.3
2025-12-04,TER,7.9,5.9,7.5,4.3
2025-12-05,TER,4.1,5.9,7.5,4.3
2025-12-01,TFC,0.7,0.7,0.9,0.4
2025-12-02,TFC,0.4,0.7,0.9,0.4
2025-12-03,TFC,1.0,0.7,0.9,0.4
2025-12-04,TFC,0.6,0.7,0.9,0.4
2025-12-05,TFC,0.6,0.7,0.9,0.4
2025-12-01,TGT,3.0,2.3,2.7,1.9
2025-12-02,TGT,2.4,2.3,2.7,1.9
2025-12-03,TGT,2.3,2.3,2.7,1.9
2025-12-04,TGT,2.0,2.3,2.7,1.9
2025-12-05,TGT,1.8,2.3,2.7,1.9
2025-12-01,THD,0.5,0.4,0.4,0.3
2025-12-02,THD,0.3,0.4,0.4,0.3
2025-12-03,THD,0.4,0.4,0.4,0.3
2025-12-04,THD,0.2,0.4,0.4,0.3
2025-12-05,THD,0.4,0.4,0.4,0.3
2025-12-01,TIP,0.2,0.2,0.2,0.1
2025-12-02,TIP,0.1,0.2,0.2,0.1
2025-12-03,TIP,0.2,0.2,0.2,0.1
2025-12-04,TIP,0.1,0.2,0.2,0.1
2025-12-05,TIP,0.3,0.2,0.2,0.1
2025-12-01,TJX,2.0,2.1,2.9,1.2
2025-12-02,TJX,2.3,2.1,2.9,1.2
2025-12-03,TJX,1.3,2.1,2.9,1.2
2025-12-04,TJX,1.3,2.1,2.9,1.2
2025-12-05,TJX,3.4,2.1,2.9,1.2
2025-12-01,TKO,2.1,3.5,5.3,1.8
2025-12-02,TKO,3.5,3.5,5.3,1.8
2025-12-03,TKO,2.8,3.5,5.3,1.8
2025-12-04,TKO,6.5,3.5,5.3,1.8
2025-12-05,TKO,2.9,3.5,5.3,1.8
2025-12-01,TLT,0.3,0.4,0.5,0.3
2025-12-02,TLT,0.5,0.4,0.5,0.3
2025-12-03,TLT,0.4,0.4,0.5,0.3
2025-12-04,TLT,0.5,0.4,0.5,0.3
2025-12-05,TLT,0.5,0.4,0.5,0.3
2025-12-01,TMO,14.9,11.9,17.5,6.2
2025-12-02,TMO,6.5,11.9,17.5,6.2
2025-12-03,TMO,8.1,11.9,17.5,6.2
2025-12-04,TMO,20.3,11.9,17.5,6.2
2025-12-05,TMO,9.5,11.9,17.5,6.2
2025-12-01,TMUS,3.5,4.0,4.7,3.4
2025-12-02,TMUS,4.8,4.0,4.7,3.4
2025-12-03,TMUS,4.5,4.0,4.7,3.4
2025-12-04,TMUS,3.3,4.0,4.7,3.4
2025-12-05,TMUS,4.0,4.0,4.7,3.4
2025-12-01,TNX,0.1,0.0,0.0,0.0
2025-12-02,TNX,0.0,0.0,0.0,0.0
2025-12-03,TNX,0.0,0.0,0.0,0.0
2025-12-04,TNX,0.0,0.0,0.0,0.0
2025-12-05,TNX,0.1,0.0,0.0,0.0
2025-12-01,TPL,20.1,30.1,44.1,16.1
2025-12-02,TPL,26.4,30.1,44.1,16.1
2025-12-03,TPL,54.8,30.1,44.1,16.1
2025-12-04,TPL,25.8,30.1,44.1,16.1
2025-12-05,TPL,23.5,30.1,44.1,16.1
2025-12-01,TPR,4.5,3.8,5.1,2.6
2025-12-02,TPR,4.7,3.8,5.1,2.6
2025-12-03,TPR,3.2,3.8,5.1,2.6
2025-12-04,TPR,4.8,3.8,5.1,2.6
2025-12-05,TPR,1.9,3.8,5.1,2.6
2025-12-01,TRGP,5.4,4.4,5.6,3.1
2025-12-02,TRGP,4.7,4.4,5.6,3.1
2025-12-03,TRGP,4.2,4.4,5.6,3.1
2025-12-04,TRGP,5.4,4.4,5.6,3.1
2025-12-05,TRGP,2.4,4.4,5.6,3.1
2025-12-01,TRMB,2.3,1.6,2.0,1.2
2025-12-02,TRMB,1.5,1.6,2.0,1.2
2025-12-03,TRMB,1.5,1.6,2.0,1.2
2025-12-04,TRMB,1.3,1.6,2.0,1.2
2025-12-05,TRMB,1.5,1.6,2.0,1.2
2025-12-01,TROW,1.5,1.8,2.3,1.4
2025-12-02,TROW,1.6,1.8,2.3,1.4
2025-12-03,TROW,2.6,1.8,2.3,1.4
2025-12-04,TROW,1.6,1.8,2.3,1.4
2025-12-05,TROW,1.9,1.8,2.3,1.4
2025-12-01,TRV,4.3,4.3,5.8,2.7
2025-12-02,TRV,3.4,4.3,5.8,2.7
2025-12-03,TRV,6.9,4.3,5.8,2.7
2025-12-04,TRV,3.4,4.3,5.8,2.7
2025-12-05,TRV,3.3,4.3,5.8,2.7
2025-12-01,TS,0.6,0.6,0.7,0.5
2025-12-02,TS,0.5,0.6,0.7,0.5
2025-12-03,TS,0.8,0.6,0.7,0.5
2025-12-04,TS,0.5,0.6,0.7,0.5
2025-12-05,TS,0.6,0.6,0.7,0.5
2025-12-01,TSCO,1.4,1.1,1.4,0.8
2025-12-02,TSCO,0.9,1.1,1.4,0.8
2025-12-03,TSCO,1.3,1.1,1.4,0.8
2025-12-04,TSCO,1.2,1.1,1.4,0.8
2025-12-05,TSCO,0.6,1.1,1.4,0.8
2025-12-01,TSLA,8.4,11.3,15.5,7.0
2025-12-02,TSLA,14.7,11.3,15.5,7.0
2025-12-03,TSLA,16.8,11.3,15.5,7.0
2025-12-04,TSLA,9.2,11.3,15.5,7.0
2025-12-05,TSLA,7.2,11.3,15.5,7.0
2025-12-01,TSN,1.2,1.2,1.2,1.1
2025-12-02,TSN,1.2,1.2,1.2,1.1
2025-12-03,TSN,1.2,1.2,1.2,1.1
2025-12-04,TSN,1.1,1.2,1.2,1.1
2025-12-05,TSN,1.2,1.2,1.2,1.1
2025-12-01,TT,8.9,7.9,8.5,7.2
2025-12-02,TT,7.7,7.9,8.5,7.2
2025-12-03,TT,7.4,7.9,8.5,7.2
2025-12-04,TT,7.4,7.9,8.5,7.2
2025-12-05,TT,7.9,7.9,8.5,7.2
2025-12-01,TTD,1.6,1.3,1.6,1.0
2025-12-02,TTD,0.9,1.3,1.6,1.0
2025-12-03,TTD,1.5,1.3,1.6,1.0
2025-12-04,TTD,1.2,1.3,1.6,1.0
2025-12-05,TTD,1.4,1.3,1.6,1.0
2025-12-01,TTWO,7.4,4.9,6.6,3.3
2025-12-02,TTWO,3.4,4.9,6.6,3.3
2025-12-03,TTWO,3.6,4.9,6.6,3.3
2025-12-04,TTWO,5.7,4.9,6.6,3.3
2025-12-05,TTWO,4.5,4.9,6.6,3.3
2025-12-01,TUR,0.2,0.2,0.2,0.1
2025-12-02,TUR,0.1,0.2,0.2,0.1
2025-12-03,TUR,0.2,0.2,0.2,0.1
2025-12-04,TUR,0.2,0.2,0.2,0.1
2025-12-05,TUR,0.2,0.2,0.2,0.1
2025-12-01,TXN,3.1,5.9,8.6,3.2
2025-12-02,TXN,9.9,5.9,8.6,3.2
2025-12-03,TXN,7.4,5.9,8.6,3.2
2025-12-04,TXN,5.0,5.9,8.6,3.2
2025-12-05,TXN,4.1,5.9,8.6,3.2
2025-12-01,TXT,1.4,1.4,1.6,1.1
2025-12-02,TXT,1.1,1.4,1.6,1.1
2025-12-03,TXT,1.4,1.4,1.6,1.1
2025-12-04,TXT,1.8,1.4,1.6,1.1
2025-12-05,TXT,1.3,1.4,1.6,1.1
2025-12-01,TYL,7.0,6.8,7.9,5.6
2025-12-02,TYL,6.3,6.8,7.9,5.6
2025-12-03,TYL,8.7,6.8,7.9,5.6
2025-12-04,TYL,6.3,6.8,7.9,5.6
2025-12-05,TYL,5.6,6.8,7.9,5.6
2025-12-01,TYX,0.0,0.0,0.0,0.0
2025-12-02,TYX,0.0,0.0,0.0,0.0
2025-12-03,TYX,0.0,0.0,0.0,0.0
2025-12-04,TYX,0.0,0.0,0.0,0.0
2025-12-05,TYX,0.0,0.0,0.0,0.0
2025-12-01,UAL,3.2,4.0,5.1,3.0
2025-12-02,UAL,4.6,4.0,5.1,3.0
2025-12-03,UAL,5.0,4.0,5.1,3.0
2025-12-04,UAL,4.7,4.0,5.1,3.0
2025-12-05,UAL,2.6,4.0,5.1,3.0
2025-12-01,UBER,2.1,2.2,2.7,1.8
2025-12-02,UBER,2.8,2.2,2.7,1.8
2025-12-03,UBER,2.4,2.2,2.7,1.8
2025-12-04,UBER,1.6,2.2,2.7,1.8
2025-12-05,UBER,2.3,2.2,2.7,1.8
2025-12-01,UDR,0.6,0.7,0.9,0.4
2025-12-02,UDR,0.4,0.7,0.9,0.4
2025-12-03,UDR,0.9,0.7,0.9,0.4
2025-12-04,UDR,0.8,0.7,0.9,0.4
2025-12-05,UDR,0.5,0.7,0.9,0.4
2025-12-01,UHS,6.1,5.9,8.1,3.7
2025-12-02,UHS,7.3,5.9,8.1,3.7
2025-12-03,UHS,8.6,5.9,8.1,3.7
2025-12-04,UHS,4.3,5.9,8.1,3.7
2025-12-05,UHS,3.3,5.9,8.1,3.7
2025-12-01,ULTA,23.3,20.6,32.5,8.8
2025-12-02,ULTA,9.2,20.6,32.5,8.8
2025-12-03,ULTA,8.9,20.6,32.5,8.8
2025-12-04,ULTA,24.9,20.6,32.5,8.8
2025-12-05,ULTA,36.9,20.6,32.5,8.8
2025-12-01,UNG,0.5,0.5,0.7,0.4
2025-12-02,UNG,0.5,0.5,0.7,0.4
2025-12-03,UNG,0.3,0.5,0.7,0.4
2025-12-04,UNG,0.7,0.5,0.7,0.4
2025-12-05,UNG,0.7,0.5,0.7,0.4
2025-12-01,UNH,7.0,9.8,14.3,5.3
2025-12-02,UNH,5.9,9.8,14.3,5.3
2025-12-03,UNH,16.4,9.8,14.3,5.3
2025-12-04,UNH,12.5,9.8,14.3,5.3
2025-12-05,UNH,7.2,9.8,14.3,5.3
2025-12-01,UNP,3.0,3.3,4.1,2.4
2025-12-02,UNP,4.4,3.3,4.1,2.4
2025-12-03,UNP,3.5,3.3,4.1,2.4
2025-12-04,UNP,3.4,3.3,4.1,2.4
2025-12-05,UNP,2.1,3.3,4.1,2.4
2025-12-01,UPS,1.6,2.2,3.4,1.0
2025-12-02,UPS,1.5,2.2,3.4,1.0
2025-12-03,UPS,2.4,2.2,3.4,1.0
2025-12-04,UPS,4.2,2.2,3.4,1.0
2025-12-05,UPS,1.3,2.2,3.4,1.0
2025-12-01,URA,1.1,1.9,2.8,1.1
2025-12-02,URA,1.5,1.9,2.8,1.1
2025-12-03,URA,1.8,1.9,2.8,1.1
2025-12-04,URA,3.4,1.9,2.8,1.1
2025-12-05,URA,1.9,1.9,2.8,1.1
2025-12-01,URI,13.4,17.4,21.1,13.6
2025-12-02,URI,13.4,17.4,21.1,13.6
2025-12-03,URI,19.1,17.4,21.1,13.6
2025-12-04,URI,21.6,17.4,21.1,13.6
2025-12-05,URI,19.4,17.4,21.1,13.6
2025-12-01,URNM,1.2,2.2,3.1,1.2
2025-12-02,URNM,1.6,2.2,3.1,1.2
2025-12-03,URNM,1.9,2.2,3.1,1.2
2025-12-04,URNM,3.6,2.2,3.1,1.2
2025-12-05,URNM,2.6,2.2,3.1,1.2
2025-12-01,USB,0.9,0.8,1.1,0.6
2025-12-02,USB,0.8,0.8,1.1,0.6
2025-12-03,USB,1.2,0.8,1.1,0.6
2025-12-04,USB,0.6,0.8,1.1,0.6
2025-12-05,USB,0.7,0.8,1.1,0.6
2025-12-01,USO,0.7,1.1,1.4,0.8
2025-12-02,USO,1.3,1.1,1.4,0.8
2025-12-03,USO,0.9,1.1,1.4,0.8
2025-12-04,USO,1.4,1.1,1.4,0.8
2025-12-05,USO,1.0,1.1,1.4,0.8
2025-12-01,UUP,0.1,0.1,0.1,0.1
2025-12-02,UUP,0.1,0.1,0.1,0.1
2025-12-03,UUP,0.1,0.1,0.1,0.1
2025-12-04,UUP,0.1,0.1,0.1,0.1
2025-12-05,UUP,0.1,0.1,0.1,0.1
2025-12-01,V,3.2,5.5,7.9,3.1
2025-12-02,V,5.6,5.5,7.9,3.1
2025-12-03,V,3.0,5.5,7.9,3.1
2025-12-04,V,8.1,5.5,7.9,3.1
2025-12-05,V,7.7,5.5,7.9,3.1
2025-12-01,VAL,1.7,2.3,3.3,1.2
2025-12-02,VAL,1.8,2.3,3.3,1.2
2025-12-03,VAL,4.1,2.3,3.3,1.2
2025-12-04,VAL,1.8,2.3,3.3,1.2
2025-12-05,VAL,1.9,2.3,3.3,1.2
2025-12-01,VICI,0.3,0.4,0.6,0.3
2025-12-02,VICI,0.5,0.4,0.6,0.3
2025-12-03,VICI,0.5,0.4,0.6,0.3
2025-12-04,VICI,0.3,0.4,0.6,0.3
2025-12-05,VICI,0.5,0.4,0.6,0.3
2025-12-01,VIX,1.8,1.2,1.5,0.8
2025-12-02,VIX,0.9,1.2,1.5,0.8
2025-12-03,VIX,1.4,1.2,1.5,0.8
2025-12-04,VIX,1.0,1.2,1.5,0.8
2025-12-05,VIX,0.9,1.2,1.5,0.8
2025-12-01,VLO,5.0,5.3,6.2,4.4
2025-12-02,VLO,6.2,5.3,6.2,4.4
2025-12-03,VLO,5.0,5.3,6.2,4.4
2025-12-04,VLO,6.2,5.3,6.2,4.4
2025-12-05,VLO,4.1,5.3,6.2,4.4
2025-12-01,VLTO,1.8,1.6,1.8,1.4
2025-12-02,VLTO,1.5,1.6,1.8,1.4
2025-12-03,VLTO,1.3,1.6,1.8,1.4
2025-12-04,VLTO,1.6,1.6,1.8,1.4
2025-12-05,VLTO,1.8,1.6,1.8,1.4
2025-12-01,VMC,4.8,4.8,5.5,4.1
2025-12-02,VMC,5.4,4.8,5.5,4.1
2025-12-03,VMC,5.4,4.8,5.5,4.1
2025-12-04,VMC,3.7,4.8,5.5,4.1
2025-12-05,VMC,5.0,4.8,5.5,4.1
2025-12-01,VNM,0.1,0.2,0.2,0.1
2025-12-02,VNM,0.1,0.2,0.2,0.1
2025-12-03,VNM,0.2,0.2,0.2,0.1
2025-12-04,VNM,0.2,0.2,0.2,0.1
2025-12-05,VNM,0.1,0.2,0.2,0.1
2025-12-01,VRSK,3.6,3.7,4.6,2.7
2025-12-02,VRSK,3.5,3.7,4.6,2.7
2025-12-03,VRSK,3.1,3.7,4.6,2.7
2025-12-04,VRSK,5.3,3.7,4.6,2.7
2025-12-05,VRSK,2.8,3.7,4.6,2.7
2025-12-01,VRSN,4.3,4.9,6.4,3.5
2025-12-02,VRSN,5.3,4.9,6.4,3.5
2025-12-03,VRSN,7.1,4.9,6.4,3.5
2025-12-04,VRSN,4.9,4.9,6.4,3.5
2025-12-05,VRSN,3.2,4.9,6.4,3.5
2025-12-01,VRTX,10.6,12.8,19.5,6.1
2025-12-02,VRTX,11.1,12.8,19.5,6.1
2025-12-03,VRTX,24.5,12.8,19.5,6.1
2025-12-04,VRTX,10.2,12.8,19.5,6.1
2025-12-05,VRTX,7.6,12.8,19.5,6.1
2025-12-01,VST,3.8,6.2,8.8,3.6
2025-12-02,VST,4.6,6.2,8.8,3.6
2025-12-03,VST,4.9,6.2,8.8,3.6
2025-12-04,VST,7.6,6.2,8.8,3.6
2025-12-05,VST,10.2,6.2,8.8,3.6
2025-12-01,VTR,0.7,1.1,1.4,0.8
2025-12-02,VTR,0.9,1.1,1.4,0.8
2025-12-03,VTR,1.0,1.1,1.4,0.8
2025-12-04,VTR,1.5,1.1,1.4,0.8
2025-12-05,VTR,1.4,1.1,1.4,0.8
2025-12-01,VTRS,0.1,0.2,0.2,0.2
2025-12-02,VTRS,0.2,0.2,0.2,0.2
2025-12-03,VTRS,0.2,0.2,0.2,0.2
2025-12-04,VTRS,0.2,0.2,0.2,0.2
2025-12-05,VTRS,0.2,0.2,0.2,0.2
2025-12-01,VXN,1.3,1.1,1.4,0.8
2025-12-02,VXN,1.0,1.1,1.4,0.8
2025-12-03,VXN,1.5,1.1,1.4,0.8
2025-12-04,VXN,0.9,1.1,1.4,0.8
2025-12-05,VXN,0.9,1.1,1.4,0.8
2025-12-01,VZ,0.4,0.6,0.8,0.4
2025-12-02,VZ,0.4,0.6,0.8,0.4
2025-12-03,VZ,0.7,0.6,0.8,0.4
2025-12-04,VZ,0.7,0.6,0.8,0.4
2025-12-05,VZ,0.8,0.6,0.8,0.4
2025-12-01,WAB,4.1,3.8,5.5,2.1
2025-12-02,WAB,2.4,3.8,5.5,2.1
2025-12-03,WAB,6.3,3.8,5.5,2.1
2025-12-04,WAB,4.0,3.8,5.5,2.1
2025-12-05,WAB,2.1,3.8,5.5,2.1
2025-12-01,WAT,6.9,8.0,10.1,6.0
2025-12-02,WAT,8.1,8.0,10.1,6.0
2025-12-03,WAT,6.7,8.0,10.1,6.0
2025-12-04,WAT,11.5,8.0,10.1,6.0
2025-12-05,WAT,7.1,8.0,10.1,6.0
2025-12-01,WBD,0.5,0.7,1.0,0.4
2025-12-02,WBD,0.7,0.7,1.0,0.4
2025-12-03,WBD,0.6,0.7,1.0,0.4
2025-12-04,WBD,0.5,0.7,1.0,0.4
2025-12-05,WBD,1.1,0.7,1.0,0.4
2025-12-01,WDAY,3.4,4.7,5.6,3.7
2025-12-02,WDAY,4.2,4.7,5.6,3.7
2025-12-03,WDAY,4.7,4.7,5.6,3.7
2025-12-04,WDAY,5.3,4.7,5.6,3.7
2025-12-05,WDAY,5.8,4.7,5.6,3.7
2025-12-01,WDC,8.0,9.1,11.6,6.7
2025-12-02,WDC,13.5,9.1,11.6,6.7
2025-12-03,WDC,8.1,9.1,11.6,6.7
2025-12-04,WDC,8.5,9.1,11.6,6.7
2025-12-05,WDC,7.5,9.1,11.6,6.7
2025-12-01,WEAT,0.2,0.3,0.4,0.1
2025-12-02,WEAT,0.5,0.3,0.4,0.1
2025-12-03,WEAT,0.1,0.3,0.4,0.1
2025-12-04,WEAT,0.3,0.3,0.4,0.1
2025-12-05,WEAT,0.3,0.3,0.4,0.1
2025-12-01,WEC,2.7,1.9,2.5,1.3
2025-12-02,WEC,2.1,1.9,2.5,1.3
2025-12-03,WEC,2.0,1.9,2.5,1.3
2025-12-04,WEC,1.6,1.9,2.5,1.3
2025-12-05,WEC,1.2,1.9,2.5,1.3
2025-12-01,WELL,4.4,3.1,4.3,1.9
2025-12-02,WELL,2.4,3.1,4.3,1.9
2025-12-03,WELL,2.4,3.1,4.3,1.9
2025-12-04,WELL,4.5,3.1,4.3,1.9
2025-12-05,WELL,2.0,3.1,4.3,1.9
2025-12-01,WFC,1.4,1.8,2.5,1.0
2025-12-02,WFC,1.5,1.8,2.5,1.0
2025-12-03,WFC,3.1,1.8,2.5,1.0
2025-12-04,WFC,1.3,1.8,2.5,1.0
2025-12-05,WFC,1.6,1.8,2.5,1.0
2025-12-01,WM,4.1,3.2,3.8,2.6
2025-12-02,WM,3.3,3.2,3.8,2.6
2025-12-03,WM,2.9,3.2,3.8,2.6
2025-12-04,WM,3.5,3.2,3.8,2.6
2025-12-05,WM,2.5,3.2,3.8,2.6
2025-12-01,WMB,1.1,1.6,2.3,1.0
2025-12-02,WMB,1.4,1.6,2.3,1.0
2025-12-03,WMB,1.8,1.6,2.3,1.0
2025-12-04,WMB,2.7,1.6,2.3,1.0
2025-12-05,WMB,1.1,1.6,2.3,1.0
2025-12-01,WMT,1.4,1.8,2.3,1.4
2025-12-02,WMT,1.9,1.8,2.3,1.4
2025-12-03,WMT,2.7,1.8,2.3,1.4
2025-12-04,WMT,1.7,1.8,2.3,1.4
2025-12-05,WMT,1.6,1.8,2.3,1.4
2025-12-01,WRB,5.1,2.9,4.8,1.1
2025-12-02,WRB,1.2,2.9,4.8,1.1
2025-12-03,WRB,2.2,2.9,4.8,1.1
2025-12-04,WRB,1.4,2.9,4.8,1.1
2025-12-05,WRB,4.8,2.9,4.8,1.1
2025-12-01,WSM,8.2,5.5,7.6,3.4
2025-12-02,WSM,7.2,5.5,7.6,3.4
2025-12-03,WSM,3.1,5.5,7.6,3.4
2025-12-04,WSM,4.4,5.5,7.6,3.4
2025-12-05,WSM,4.8,5.5,7.6,3.4
2025-12-01,WST,5.5,7.5,10.3,4.8
2025-12-02,WST,6.0,7.5,10.3,4.8
2025-12-03,WST,11.4,7.5,10.3,4.8
2025-12-04,WST,9.5,7.5,10.3,4.8
2025-12-05,WST,5.3,7.5,10.3,4.8
2025-12-01,WTW,4.9,4.6,5.8,3.5
2025-12-02,WTW,6.4,4.6,5.8,3.5
2025-12-03,WTW,3.7,4.6,5.8,3.5
2025-12-04,WTW,4.4,4.6,5.8,3.5
2025-12-05,WTW,3.7,4.6,5.8,3.5
2025-12-01,WY,0.6,0.5,0.7,0.4
2025-12-02,WY,0.5,0.5,0.7,0.4
2025-12-03,WY,0.4,0.5,0.7,0.4
2025-12-04,WY,0.7,0.5,0.7,0.4
2025-12-05,WY,0.6,0.5,0.7,0.4
2025-12-01,WYNN,3.1,3.7,5.4,2.0
2025-12-02,WYNN,2.9,3.7,5.4,2.0
2025-12-03,WYNN,4.1,3.7,5.4,2.0
2025-12-04,WYNN,6.4,3.7,5.4,2.0
2025-12-05,WYNN,2.1,3.7,5.4,2.0
2025-12-01,XEL,2.2,1.4,1.9,1.0
2025-12-02,XEL,1.3,1.4,1.9,1.0
2025-12-03,XEL,1.7,1.4,1.9,1.0
2025-12-04,XEL,1.1,1.4,1.9,1.0
2025-12-05,XEL,1.0,1.4,1.9,1.0
2025-12-01,XES,2.1,2.2,2.9,1.4
2025-12-02,XES,1.7,2.2,2.9,1.4
2025-12-03,XES,3.4,2.2,2.9,1.4
2025-12-04,XES,2.1,2.2,2.9,1.4
2025-12-05,XES,1.5,2.2,2.9,1.4
2025-12-01,XLB,0.4,0.5,0.7,0.3
2025-12-02,XLB,0.8,0.5,0.7,0.3
2025-12-03,XLB,0.3,0.5,0.7,0.3
2025-12-04,XLB,0.4,0.5,0.7,0.3
2025-12-05,XLB,0.5,0.5,0.7,0.3
2025-12-01,XLC,0.9,1.1,1.4,0.8
2025-12-02,XLC,1.1,1.1,1.4,0.8
2025-12-03,XLC,0.8,1.1,1.4,0.8
2025-12-04,XLC,1.1,1.1,1.4,0.8
2025-12-05,XLC,1.7,1.1,1.4,0.8
2025-12-01,XLE,0.7,0.7,0.8,0.5
2025-12-02,XLE,0.8,0.7,0.8,0.5
2025-12-03,XLE,0.7,0.7,0.8,0.5
2025-12-04,XLE,0.4,0.7,0.8,0.5
2025-12-05,XLE,0.8,0.7,0.8,0.5
2025-12-01,XLF,0.6,0.5,0.7,0.4
2025-12-02,XLF,0.5,0.5,0.7,0.4
2025-12-03,XLF,0.7,0.5,0.7,0.4
2025-12-04,XLF,0.4,0.5,0.7,0.4
2025-12-05,XLF,0.5,0.5,0.7,0.4
2025-12-01,XLI,1.6,1.5,1.7,1.3
2025-12-02,XLI,1.5,1.5,1.7,1.3
2025-12-03,XLI,1.7,1.5,1.7,1.3
2025-12-04,XLI,1.4,1.5,1.7,1.3
2025-12-05,XLI,1.2,1.5,1.7,1.3
2025-12-01,XLK,2.3,1.8,2.2,1.4
2025-12-02,XLK,1.9,1.8,2.2,1.4
2025-12-03,XLK,1.9,1.8,2.2,1.4
