Date,Ticker,Rvol,Rvol_avg,Rvol_hi,Rvol_low
2025-12-05,AIG,0.0522,0.0358,0.0508,0.0209
2025-12-03,AIZ,0.2508,0.2226,0.2536,0.1916
2025-12-04,AIZ,0.2276,0.2226,0.2536,0.1916
2025-12-05,AIZ,0.1894,0.2226,0.2536,0.1916
2025-12-03,AJG,0.1381,0.1439,0.192,0.0958
2025-12-04,AJG,0.0989,0.1439,0.192,0.0958
2025-12-05,AJG,0.1946,0.1439,0.192,0.0958
2025-12-03,AKAM,0.26,0.2739,0.315,0.2329
2025-12-04,AKAM,0.2417,0.2739,0.315,0.2329
2025-12-05,AKAM,0.3201,0.2739,0.315,0.2329
2025-12-03,ALB,0.1279,0.4379,0.7309,0.1449
2025-12-04,ALB,0.4754,0.4379,0.7309,0.1449
2025-12-05,ALB,0.7103,0.4379,0.7309,0.1449
2025-12-03,ALGN,0.0194,0.1221,0.2149,0.0293
2025-12-04,ALGN,0.1469,0.1221,0.2149,0.0293
2025-12-05,ALGN,0.1999,0.1221,0.2149,0.0293
2025-12-03,ALL,0.0427,0.0817,0.1245,0.0389
2025-12-04,ALL,0.075,0.0817,0.1245,0.0389
2025-12-05,ALL,0.1274,0.0817,0.1245,0.0389
2025-12-03,ALLE,0.0598,0.1124,0.1599,0.0649
2025-12-04,ALLE,0.152,0.1124,0.1599,0.0649
2025-12-05,ALLE,0.1254,0.1124,0.1599,0.0649
2025-12-03,AMAT,0.3266,0.3231,0.3272,0.3191
2025-12-04,AMAT,0.3187,0.3231,0.3272,0.3191
2025-12-05,AMAT,0.3241,0.3231,0.3272,0.3191
2025-12-03,AMCR,0.2642,0.2213,0.2619,0.1807
2025-12-04,AMCR,0.2164,0.2213,0.2619,0.1807
2025-12-05,AMCR,0.1834,0.2213,0.2619,0.1807
2025-12-03,AMD,0.354,0.2808,0.3446,0.217
2025-12-04,AMD,0.2515,0.2808,0.3446,0.217
2025-12-05,AMD,0.2369,0.2808,0.3446,0.217
2025-12-03,AME,0.0134,0.0573,0.0957,0.0189
2025-12-04,AME,0.0847,0.0573,0.0957,0.0189
2025-12-05,AME,0.0737,0.0573,0.0957,0.0189
2025-12-03,AMGN,0.2053,0.2808,0.3538,0.2079
2025-12-04,AMGN,0.2865,0.2808,0.3538,0.2079
2025-12-05,AMGN,0.3508,0.2808,0.3538,0.2079
2025-12-03,AMP,0.2809,0.2256,0.2756,0.1757
2025-12-04,AMP,0.2122,0.2256,0.2756,0.1757
2025-12-05,AMP,0.1837,0.2256,0.2756,0.1757
2025-12-03,AMT,0.0529,0.1074,0.1557,0.0591
2025-12-04,AMT,0.1451,0.1074,0.1557,0.0591
2025-12-05,AMT,0.1241,0.1074,0.1557,0.0591
2025-12-03,AMZN,0.1236,0.1281,0.1326,0.1236
2025-12-04,AMZN,0.1326,0.1281,0.1326,0.1236
2025-12-05,AMZN,0.1282,0.1281,0.1326,0.1236
2025-12-03,ANET,0.1292,0.1109,0.1297,0.0921
2025-12-04,ANET,0.1119,0.1109,0.1297,0.0921
2025-12-05,ANET,0.0916,0.1109,0.1297,0.0921
2025-12-03,AON,0.1343,0.1662,0.1984,0.1339
2025-12-04,AON,0.1988,0.1662,0.1984,0.1339
2025-12-05,AON,0.1654,0.1662,0.1984,0.1339
2025-12-03,AOS,0.2417,0.2051,0.24,0.1701
2025-12-04,AOS,0.2014,0.2051,0.24,0.1701
2025-12-05,AOS,0.1721,0.2051,0.24,0.1701
2025-12-03,APA,0.5861,0.5373,0.6036,0.471
2025-12-04,APA,0.564,0.5373,0.6036,0.471
2025-12-05,APA,0.4618,0.5373,0.6036,0.471
2025-12-03,APD,0.3325,0.2578,0.3256,0.19
2025-12-04,APD,0.2409,0.2578,0.3256,0.19
2025-12-05,APD,0.2001,0.2578,0.3256,0.19
2025-12-03,APH,0.4083,0.3162,0.4005,0.2319
2025-12-04,APH,0.2973,0.3162,0.4005,0.2319
2025-12-05,APH,0.243,0.3162,0.4005,0.2319
2025-12-03,APO,0.1467,0.1187,0.1444,0.093
2025-12-04,APO,0.1132,0.1187,0.1444,0.093
2025-12-05,APO,0.0962,0.1187,0.1444,0.093
2025-12-03,APP,0.3711,0.2994,0.3615,0.2372
2025-12-04,APP,0.263,0.2994,0.3615,0.2372
2025-12-05,APP,0.264,0.2994,0.3615,0.2372
2025-12-03,APTV,0.0096,0.1619,0.2959,0.0279
2025-12-04,APTV,0.262,0.1619,0.2959,0.0279
2025-12-05,APTV,0.2141,0.1619,0.2959,0.0279
2025-12-03,ARE,1.2825,0.9818,1.2533,0.7104
2025-12-04,ARE,0.9083,0.9818,1.2533,0.7104
2025-12-05,ARE,0.7548,0.9818,1.2533,0.7104
2025-12-03,ASC,0.1206,0.2255,0.3193,0.1317
2025-12-04,ASC,0.3013,0.2255,0.3193,0.1317
2025-12-05,ASC,0.2545,0.2255,0.3193,0.1317
2025-12-03,ATO,0.1778,0.1367,0.1736,0.0997
2025-12-04,ATO,0.1258,0.1367,0.1736,0.0997
2025-12-05,ATO,0.1063,0.1367,0.1736,0.0997
2025-12-03,AVB,0.0671,0.1239,0.1739,0.074
2025-12-04,AVB,0.1608,0.1239,0.1739,0.074
2025-12-05,AVB,0.1439,0.1239,0.1739,0.074
2025-12-03,AVGO,0.1029,0.1499,0.2297,0.07
2025-12-04,AVGO,0.1046,0.1499,0.2297,0.07
2025-12-05,AVGO,0.2421,0.1499,0.2297,0.07
2025-12-03,AVY,0.2398,0.2254,0.2439,0.2069
2025-12-04,AVY,0.2045,0.2254,0.2439,0.2069
2025-12-05,AVY,0.2318,0.2254,0.2439,0.2069
2025-12-03,AWK,0.0403,0.1086,0.1677,0.0494
2025-12-04,AWK,0.1446,0.1086,0.1677,0.0494
2025-12-05,AWK,0.1409,0.1086,0.1677,0.0494
2025-12-03,AXON,0.0255,0.0489,0.0811,0.0167
2025-12-04,AXON,0.0355,0.0489,0.0811,0.0167
2025-12-05,AXON,0.0856,0.0489,0.0811,0.0167
2025-12-03,AXP,0.2191,0.1787,0.2137,0.1436
2025-12-04,AXP,0.1568,0.1787,0.2137,0.1436
2025-12-05,AXP,0.1601,0.1787,0.2137,0.1436
2025-12-03,AZO,0.3306,0.292,0.3345,0.2495
2025-12-04,AZO,0.2989,0.292,0.3345,0.2495
2025-12-05,AZO,0.2465,0.292,0.3345,0.2495
2025-12-03,BA,1.2942,1.0539,1.2762,0.8317
2025-12-04,BA,1.012,1.0539,1.2762,0.8317
2025-12-05,BA,0.8557,1.0539,1.2762,0.8317
2025-12-03,BAC,0.2005,0.1675,0.1963,0.1387
2025-12-04,BAC,0.1545,0.1675,0.1963,0.1387
2025-12-05,BAC,0.1475,0.1675,0.1963,0.1387
2025-12-03,BALL,0.2277,0.1776,0.2228,0.1325
2025-12-04,BALL,0.165,0.1776,0.2228,0.1325
2025-12-05,BALL,0.1402,0.1776,0.2228,0.1325
2025-12-03,BAX,0.171,0.1866,0.2001,0.173
2025-12-04,BAX,0.1954,0.1866,0.2001,0.173
2025-12-05,BAX,0.1934,0.1866,0.2001,0.173
2025-12-03,BBY,0.2651,0.2389,0.2618,0.2161
2025-12-04,BBY,0.2288,0.2389,0.2618,0.2161
2025-12-05,BBY,0.2229,0.2389,0.2618,0.2161
2025-12-03,BDX,0.2617,0.2015,0.2562,0.1467
2025-12-04,BDX,0.188,0.2015,0.2562,0.1467
2025-12-05,BDX,0.1547,0.2015,0.2562,0.1467
2025-12-03,BEN,0.3552,0.2731,0.3478,0.1984
2025-12-04,BEN,0.255,0.2731,0.3478,0.1984
2025-12-05,BEN,0.2091,0.2731,0.3478,0.1984
2025-12-03,BF.B,0.0109,0.1412,0.2582,0.0243
2025-12-04,BF.B,0.1758,0.1412,0.2582,0.0243
2025-12-05,BF.B,0.237,0.1412,0.2582,0.0243
2025-12-03,BG,0.0458,0.0434,0.0477,0.0391
2025-12-04,BG,0.046,0.0434,0.0477,0.0391
2025-12-05,BG,0.0384,0.0434,0.0477,0.0391
2025-12-03,BIIB,0.116,0.1045,0.1229,0.0861
2025-12-04,BIIB,0.0832,0.1045,0.1229,0.0861
2025-12-05,BIIB,0.1142,0.1045,0.1229,0.0861
2025-12-03,BK,0.074,0.0644,0.0738,0.0549
2025-12-04,BK,0.0551,0.0644,0.0738,0.0549
2025-12-05,BK,0.064,0.0644,0.0738,0.0549
2025-12-03,BKNG,0.7503,0.6033,0.7346,0.4721
2025-12-04,BKNG,0.5621,0.6033,0.7346,0.4721
2025-12-05,BKNG,0.4976,0.6033,0.7346,0.4721
2025-12-03,BKR,0.3813,0.327,0.3828,0.2712
2025-12-04,BKR,0.2698,0.327,0.3828,0.2712
2025-12-05,BKR,0.3299,0.327,0.3828,0.2712
2025-12-03,BLDR,0.3414,0.36,0.4002,0.3197
2025-12-04,BLDR,0.4062,0.36,0.4002,0.3197
2025-12-05,BLDR,0.3324,0.36,0.4002,0.3197
2025-12-03,BLK,0.4601,0.3956,0.4569,0.3342
2025-12-04,BLK,0.3886,0.3956,0.4569,0.3342
2025-12-05,BLK,0.338,0.3956,0.4569,0.3342
2025-12-03,BMY,0.8427,0.6466,0.823,0.4702
2025-12-04,BMY,0.5959,0.6466,0.823,0.4702
2025-12-05,BMY,0.501,0.6466,0.823,0.4702
2025-12-03,BR,0.088,0.0829,0.0917,0.074
2025-12-04,BR,0.0879,0.0829,0.0917,0.074
2025-12-05,BR,0.0727,0.0829,0.0917,0.074
2025-12-03,BRK.B,0.0256,0.0415,0.0571,0.0259
2025-12-04,BRK.B,0.0421,0.0415,0.0571,0.0259
2025-12-05,BRK.B,0.0568,0.0415,0.0571,0.0259
2025-12-03,BRO,0.1586,0.1459,0.157,0.1348
2025-12-04,BRO,0.1409,0.1459,0.157,0.1348
2025-12-05,BRO,0.1381,0.1459,0.157,0.1348
2025-12-03,BSX,0.1701,0.1395,0.166,0.113
2025-12-04,BSX,0.1245,0.1395,0.166,0.113
2025-12-05,BSX,0.1238,0.1395,0.166,0.113
2025-12-03,BTC=F,0.4546,0.5366,0.6171,0.4561
2025-12-04,BTC=F,0.5396,0.5366,0.6171,0.4561
2025-12-05,BTC=F,0.6156,0.5366,0.6171,0.4561
2025-12-03,BTI,0.0428,0.1188,0.1876,0.05
2025-12-04,BTI,0.1368,0.1188,0.1876,0.05
2025-12-05,BTI,0.1767,0.1188,0.1876,0.05
2025-12-03,BTU,0.4047,0.4981,0.5854,0.4108
2025-12-04,BTU,0.5121,0.4981,0.5854,0.4108
2025-12-05,BTU,0.5776,0.4981,0.5854,0.4108
2025-12-03,BX,0.3357,0.2903,0.3364,0.2442
2025-12-04,BX,0.2916,0.2903,0.3364,0.2442
2025-12-05,BX,0.2435,0.2903,0.3364,0.2442
2025-12-03,BXP,0.0595,0.0693,0.0964,0.0421
2025-12-04,BXP,0.0483,0.0693,0.0964,0.0421
2025-12-05,BXP,0.0999,0.0693,0.0964,0.0421
2025-12-03,C,0.3282,0.2617,0.3226,0.2007
2025-12-04,C,0.2481,0.2617,0.3226,0.2007
2025-12-05,C,0.2086,0.2617,0.3226,0.2007
2025-12-03,CAG,0.2468,0.2114,0.2469,0.1759
2025-12-04,CAG,0.1757,0.2114,0.2469,0.1759
2025-12-05,CAG,0.2118,0.2114,0.2469,0.1759
2025-12-03,CAH,0.1417,0.1714,0.1973,0.1455
2025-12-04,CAH,0.1892,0.1714,0.1973,0.1455
2025-12-05,CAH,0.1834,0.1714,0.1973,0.1455
2025-12-03,CALM,0.4443,0.4294,0.4672,0.3915
2025-12-04,CALM,0.4575,0.4294,0.4672,0.3915
2025-12-05,CALM,0.3863,0.4294,0.4672,0.3915
2025-12-03,CANE,0.1532,0.1255,0.1497,0.1012
2025-12-04,CANE,0.115,0.1255,0.1497,0.1012
2025-12-05,CANE,0.1082,0.1255,0.1497,0.1012
2025-12-03,CARR,0.2558,0.2012,0.2506,0.1518
2025-12-04,CARR,0.1882,0.2012,0.2506,0.1518
2025-12-05,CARR,0.1596,0.2012,0.2506,0.1518
2025-12-03,CAT,0.1109,0.1127,0.1224,0.1031
2025-12-04,CAT,0.1042,0.1127,0.1224,0.1031
2025-12-05,CAT,0.1232,0.1127,0.1224,0.1031
2025-12-03,CB,0.0027,0.0197,0.0348,0.0047
2025-12-04,CB,0.031,0.0197,0.0348,0.0047
2025-12-05,CB,0.0255,0.0197,0.0348,0.0047
2025-12-03,CBOE,0.021,0.0555,0.0867,0.0242
2025-12-04,CBOE,0.0634,0.0555,0.0867,0.0242
2025-12-05,CBOE,0.082,0.0555,0.0867,0.0242
2025-12-03,CBRE,0.2085,0.193,0.2108,0.1751
2025-12-04,CBRE,0.1968,0.193,0.2108,0.1751
2025-12-05,CBRE,0.1735,0.193,0.2108,0.1751
2025-12-03,CCI,0.0343,0.0489,0.0659,0.0319
2025-12-04,CCI,0.0449,0.0489,0.0659,0.0319
2025-12-05,CCI,0.0675,0.0489,0.0659,0.0319
2025-12-03,CCJ,0.0654,0.3251,0.5628,0.0875
2025-12-04,CCJ,0.3783,0.3251,0.5628,0.0875
2025-12-05,CCJ,0.5317,0.3251,0.5628,0.0875
2025-12-03,CCL,0.1258,0.1227,0.1335,0.1119
2025-12-04,CCL,0.1316,0.1227,0.1335,0.1119
2025-12-05,CCL,0.1107,0.1227,0.1335,0.1119
2025-12-03,CDNS,0.3399,0.394,0.4412,0.3468
2025-12-04,CDNS,0.4267,0.394,0.4412,0.3468
2025-12-05,CDNS,0.4154,0.394,0.4412,0.3468
2025-12-03,CDW,0.1261,0.1078,0.124,0.0917
2025-12-04,CDW,0.0954,0.1078,0.124,0.0917
2025-12-05,CDW,0.1021,0.1078,0.124,0.0917
2025-12-03,CEG,0.2188,0.2522,0.3079,0.1965
2025-12-04,CEG,0.2212,0.2522,0.3079,0.1965
2025-12-05,CEG,0.3165,0.2522,0.3079,0.1965
2025-12-03,CF,0.1622,0.2095,0.2773,0.1418
2025-12-04,CF,0.1793,0.2095,0.2773,0.1418
2025-12-05,CF,0.2872,0.2095,0.2773,0.1418
2025-12-03,CFG,0.193,0.1714,0.1936,0.1493
2025-12-04,CFG,0.1488,0.1714,0.1936,0.1493
2025-12-05,CFG,0.1725,0.1714,0.1936,0.1493
2025-12-03,CHD,0.1877,0.1538,0.1833,0.1244
2025-12-04,CHD,0.1388,0.1538,0.1833,0.1244
2025-12-05,CHD,0.135,0.1538,0.1833,0.1244
2025-12-03,CHRW,0.042,0.0564,0.0703,0.0424
2025-12-04,CHRW,0.0699,0.0564,0.0703,0.0424
2025-12-05,CHRW,0.0572,0.0564,0.0703,0.0424
2025-12-03,CHTR,0.0824,0.117,0.1703,0.0637
2025-12-04,CHTR,0.0902,0.117,0.1703,0.0637
2025-12-05,CHTR,0.1784,0.117,0.1703,0.0637
2025-12-03,CI,0.1765,0.137,0.1722,0.1018
2025-12-04,CI,0.1252,0.137,0.1722,0.1018
2025-12-05,CI,0.1092,0.137,0.1722,0.1018
2025-12-03,CINF,0.0884,0.1006,0.1153,0.0859
2025-12-04,CINF,0.1169,0.1006,0.1153,0.0859
2025-12-05,CINF,0.0964,0.1006,0.1153,0.0859
2025-12-03,CIVI,0.5765,0.4483,0.5641,0.3326
2025-12-04,CIVI,0.417,0.4483,0.5641,0.3326
2025-12-05,CIVI,0.3514,0.4483,0.5641,0.3326
2025-12-03,CL,0.069,0.0869,0.1287,0.0452
2025-12-04,CL,0.0572,0.0869,0.1287,0.0452
2025-12-05,CL,0.1346,0.0869,0.1287,0.0452
2025-12-03,CLX,0.0215,0.0385,0.0536,0.0235
2025-12-04,CLX,0.0498,0.0385,0.0536,0.0235
2025-12-05,CLX,0.0443,0.0385,0.0536,0.0235
2025-12-03,CMBT,0.0695,0.2225,0.355,0.0899
2025-12-04,CMBT,0.3033,0.2225,0.355,0.0899
2025-12-05,CMBT,0.2946,0.2225,0.355,0.0899
2025-12-03,CMCSA,0.0155,0.1407,0.2508,0.0306
2025-12-04,CMCSA,0.2225,0.1407,0.2508,0.0306
2025-12-05,CMCSA,0.1841,0.1407,0.2508,0.0306
2025-12-03,CME,0.0671,0.0597,0.0677,0.0517
2025-12-04,CME,0.0609,0.0597,0.0677,0.0517
2025-12-05,CME,0.0512,0.0597,0.0677,0.0517
2025-12-03,CMG,0.0363,0.0784,0.1153,0.0416
2025-12-04,CMG,0.1042,0.0784,0.1153,0.0416
2025-12-05,CMG,0.0949,0.0784,0.1153,0.0416
2025-12-03,CMI,0.0202,0.0557,0.091,0.0204
2025-12-04,CMI,0.056,0.0557,0.091,0.0204
2025-12-05,CMI,0.0908,0.0557,0.091,0.0204
2025-12-03,CMRE,0.0174,0.1091,0.2244,-0.0061
2025-12-04,CMRE,0.0715,0.1091,0.2244,-0.0061
2025-12-05,CMRE,0.2385,0.1091,0.2244,-0.0061
2025-12-03,CMS,0.0103,0.0111,0.0152,0.0069
2025-12-04,CMS,0.0073,0.0111,0.0152,0.0069
2025-12-05,CMS,0.0156,0.0111,0.0152,0.0069
2025-12-03,CNC,0.2725,0.2458,0.2731,0.2185
2025-12-04,CNC,0.218,0.2458,0.2731,0.2185
2025-12-05,CNC,0.2469,0.2458,0.2731,0.2185
2025-12-03,CNP,0.2325,0.2032,0.2347,0.1718
2025-12-04,CNP,0.2071,0.2032,0.2347,0.1718
2025-12-05,CNP,0.17,0.2032,0.2347,0.1718
2025-12-03,CNR,0.6314,0.5325,0.6184,0.4466
2025-12-04,CNR,0.476,0.5325,0.6184,0.4466
2025-12-05,CNR,0.4901,0.5325,0.6184,0.4466
2025-12-03,COF,0.0225,0.051,0.0829,0.0191
2025-12-04,COF,0.0451,0.051,0.0829,0.0191
2025-12-05,COF,0.0854,0.051,0.0829,0.0191
2025-12-03,COIN,0.4347,0.4741,0.5087,0.4396
2025-12-04,COIN,0.499,0.4741,0.5087,0.4396
2025-12-05,COIN,0.4887,0.4741,0.5087,0.4396
2025-12-03,COMT,0.0771,0.0695,0.0761,0.0629
2025-12-04,COMT,0.0669,0.0695,0.0761,0.0629
2025-12-05,COMT,0.0646,0.0695,0.0761,0.0629
2025-12-03,COO,0.2484,0.3457,0.492,0.1993
2025-12-04,COO,0.2746,0.3457,0.492,0.1993
2025-12-05,COO,0.514,0.3457,0.492,0.1993
2025-12-03,COP,0.4374,0.3364,0.4281,0.2447
2025-12-04,COP,0.3134,0.3364,0.4281,0.2447
2025-12-05,COP,0.2584,0.3364,0.4281,0.2447
2025-12-03,COR,0.1971,0.3343,0.4533,0.2154
2025-12-04,COR,0.4089,0.3343,0.4533,0.2154
2025-12-05,COR,0.3969,0.3343,0.4533,0.2154
2025-12-03,CORN,0.2387,0.1895,0.2351,0.1439
2025-12-04,CORN,0.1811,0.1895,0.2351,0.1439
2025-12-05,CORN,0.1487,0.1895,0.2351,0.1439
2025-12-03,COST,0.1212,0.2383,0.3438,0.1329
2025-12-04,COST,0.3256,0.2383,0.3438,0.1329
2025-12-05,COST,0.2682,0.2383,0.3438,0.1329
2025-12-03,CPAY,0.238,0.2792,0.3718,0.1866
2025-12-04,CPAY,0.2144,0.2792,0.3718,0.1866
2025-12-05,CPAY,0.3852,0.2792,0.3718,0.1866
2025-12-03,CPB,0.2381,0.2108,0.2453,0.1762
2025-12-04,CPB,0.1719,0.2108,0.2453,0.1762
2025-12-05,CPB,0.2223,0.2108,0.2453,0.1762
2025-12-03,CPER,0.363,0.3076,0.3602,0.2549
2025-12-04,CPER,0.3016,0.3076,0.3602,0.2549
2025-12-05,CPER,0.2581,0.3076,0.3602,0.2549
2025-12-03,CPRT,0.0228,0.0252,0.0281,0.0223
2025-12-04,CPRT,0.0284,0.0252,0.0281,0.0223
2025-12-05,CPRT,0.0243,0.0252,0.0281,0.0223
2025-12-03,CPT,0.0402,0.0591,0.0768,0.0415
2025-12-04,CPT,0.0751,0.0591,0.0768,0.0415
2025-12-05,CPT,0.062,0.0591,0.0768,0.0415
2025-12-03,CRESY,0.5521,0.4498,0.5402,0.3595
2025-12-04,CRESY,0.4164,0.4498,0.5402,0.3595
2025-12-05,CRESY,0.381,0.4498,0.5402,0.3595
2025-12-03,CRL,0.7213,0.5903,0.7128,0.4679
2025-12-04,CRL,0.5709,0.5903,0.7128,0.4679
2025-12-05,CRL,0.4788,0.5903,0.7128,0.4679
2025-12-03,CRM,0.1011,0.2173,0.327,0.1076
2025-12-04,CRM,0.2316,0.2173,0.327,0.1076
2025-12-05,CRM,0.3191,0.2173,0.327,0.1076
2025-12-03,CRWD,0.111,0.2705,0.4122,0.1288
2025-12-04,CRWD,0.3819,0.2705,0.4122,0.1288
2025-12-05,CRWD,0.3186,0.2705,0.4122,0.1288
2025-12-03,CSCO,0.006,0.0662,0.1185,0.0138
2025-12-04,CSCO,0.1014,0.0662,0.1185,0.0138
2025-12-05,CSCO,0.0911,0.0662,0.1185,0.0138
2025-12-03,CSGP,0.1053,0.1524,0.1964,0.1084
2025-12-04,CSGP,0.1924,0.1524,0.1964,0.1084
2025-12-05,CSGP,0.1596,0.1524,0.1964,0.1084
2025-12-03,CSX,0.2759,0.226,0.2709,0.1811
2025-12-04,CSX,0.213,0.226,0.2709,0.1811
2025-12-05,CSX,0.189,0.226,0.2709,0.1811
2025-12-03,CTAS,0.1068,0.1117,0.1488,0.0745
2025-12-04,CTAS,0.0772,0.1117,0.1488,0.0745
2025-12-05,CTAS,0.151,0.1117,0.1488,0.0745
2025-12-03,CTRA,0.5608,0.4277,0.5484,0.307
2025-12-04,CTRA,0.3971,0.4277,0.5484,0.307
2025-12-05,CTRA,0.3253,0.4277,0.5484,0.307
2025-12-03,CTSH,0.1863,0.1445,0.1816,0.1075
2025-12-04,CTSH,0.1318,0.1445,0.1816,0.1075
2025-12-05,CTSH,0.1156,0.1445,0.1816,0.1075
2025-12-03,CTVA,0.1072,0.1799,0.2461,0.1136
2025-12-04,CTVA,0.2371,0.1799,0.2461,0.1136
2025-12-05,CTVA,0.1952,0.1799,0.2461,0.1136
2025-12-03,CVS,0.1689,0.3413,0.4965,0.1862
2025-12-04,CVS,0.4697,0.3413,0.4965,0.1862
2025-12-05,CVS,0.3855,0.3413,0.4965,0.1862
2025-12-03,CVX,0.2686,0.2235,0.2626,0.1845
2025-12-04,CVX,0.2019,0.2235,0.2626,0.1845
2025-12-05,CVX,0.2001,0.2235,0.2626,0.1845
2025-12-03,D,0.0236,0.0657,0.1301,0.0013
2025-12-04,D,0.0336,0.0657,0.1301,0.0013
2025-12-05,D,0.1398,0.0657,0.1301,0.0013
2025-12-03,DAL,0.2317,0.2808,0.3246,0.237
2025-12-04,DAL,0.3158,0.2808,0.3246,0.237
2025-12-05,DAL,0.2949,0.2808,0.3246,0.237
2025-12-03,DASH,0.3379,0.4086,0.483,0.3342
2025-12-04,DASH,0.4862,0.4086,0.483,0.3342
2025-12-05,DASH,0.4017,0.4086,0.483,0.3342
2025-12-04,DAY,0.0027,0.0025,0.0048,0.0001
2025-12-05,DAY,0.0047,0.0025,0.0048,0.0001
2025-12-03,DBA,0.064,0.0497,0.0628,0.0366
2025-12-04,DBA,0.0468,0.0497,0.0628,0.0366
2025-12-05,DBA,0.0382,0.0497,0.0628,0.0366
2025-12-03,DBB,0.2407,0.1928,0.2359,0.1498
2025-12-04,DBB,0.1807,0.1928,0.2359,0.1498
2025-12-05,DBB,0.1572,0.1928,0.2359,0.1498
2025-12-03,DBC,0.1022,0.0837,0.0997,0.0676
2025-12-04,DBC,0.0754,0.0837,0.0997,0.0676
2025-12-05,DBC,0.0734,0.0837,0.0997,0.0676
2025-12-03,DD,0.1495,0.1498,0.1755,0.1242
2025-12-04,DD,0.1243,0.1498,0.1755,0.1242
2025-12-05,DD,0.1757,0.1498,0.1755,0.1242
2025-12-03,DDOG,0.0543,0.0865,0.1162,0.0568
2025-12-04,DDOG,0.1129,0.0865,0.1162,0.0568
2025-12-05,DDOG,0.0922,0.0865,0.1162,0.0568
2025-12-03,DE,0.2782,0.2622,0.2938,0.2306
2025-12-04,DE,0.2258,0.2622,0.2938,0.2306
2025-12-05,DE,0.2826,0.2622,0.2938,0.2306
2025-12-03,DECK,0.4219,0.3385,0.4108,0.2661
2025-12-04,DECK,0.2993,0.3385,0.4108,0.2661
2025-12-05,DECK,0.2942,0.3385,0.4108,0.2661
2025-12-03,DELL,0.5196,0.4734,0.5244,0.4224
2025-12-04,DELL,0.4819,0.4734,0.5244,0.4224
2025-12-05,DELL,0.4186,0.4734,0.5244,0.4224
2025-12-03,DG,0.0851,0.7936,1.4179,0.1694
2025-12-04,DG,1.2628,0.7936,1.4179,0.1694
2025-12-05,DG,1.033,0.7936,1.4179,0.1694
2025-12-03,DGX,0.0782,0.1084,0.1347,0.0821
