Date,Ticker,LT_Trend,lt_avg,lt_hi,lt_lo
2025-12-01,AXON,0.103,0.103,0.103,0.103
2025-12-01,AXP,0.0542,0.0542,0.0542,0.0542
2025-12-01,AZO,0.048,0.048,0.048,0.048
2025-12-01,BA,-0.0636,-0.0636,-0.0636,-0.0636
2025-12-01,BAC,0.03,0.03,0.03,0.03
2025-12-01,BALL,-0.0265,-0.0265,-0.0265,-0.0265
2025-12-01,BAX,-0.0967,-0.0967,-0.0967,-0.0967
2025-12-01,BBY,-0.0343,-0.0343,-0.0343,-0.0343
2025-12-01,BDX,-0.0373,-0.0373,-0.0373,-0.0373
2025-12-01,BEN,-0.0367,-0.0367,-0.0367,-0.0367
2025-12-01,BF.B,-0.0869,-0.0869,-0.0869,-0.0869
2025-12-01,BG,-0.0206,-0.0206,-0.0206,-0.0206
2025-12-01,BIIB,-0.0564,-0.0564,-0.0564,-0.0564
2025-12-01,BK,0.0836,0.0836,0.0836,0.0836
2025-12-01,BKNG,0.0181,0.0181,0.0181,0.0181
2025-12-01,BKR,0.0493,0.0493,0.0493,0.0493
2025-12-01,BLDR,-0.0489,-0.0489,-0.0489,-0.0489
2025-12-01,BLK,0.0198,0.0198,0.0198,0.0198
2025-12-01,BMY,-0.0045,-0.0045,-0.0045,-0.0045
2025-12-01,BR,0.0237,0.0237,0.0237,0.0237
2025-12-01,BRK.B,0.0523,0.0523,0.0523,0.0523
2025-12-01,BRO,0.0201,0.0201,0.0201,0.0201
2025-12-01,BSX,0.0588,0.0588,0.0588,0.0588
2025-12-01,BTC=F,0.0827,0.0827,0.0827,0.0827
2025-12-01,BTI,0.0808,0.0808,0.0808,0.0808
2025-12-01,BTU,0.018,0.018,0.018,0.018
2025-12-01,BX,0.0234,0.0234,0.0234,0.0234
2025-12-01,BXP,-0.0098,-0.0098,-0.0098,-0.0098
2025-12-01,C,0.0703,0.0703,0.0703,0.0703
2025-12-01,CAG,-0.0692,-0.0692,-0.0692,-0.0692
2025-12-01,CAH,0.0757,0.0757,0.0757,0.0757
2025-12-01,CALM,0.0817,0.0817,0.0817,0.0817
2025-12-01,CANE,-0.0507,-0.0507,-0.0507,-0.0507
2025-12-01,CARR,-0.001,-0.001,-0.001,-0.001
2025-12-01,CAT,0.0872,0.0872,0.0872,0.0872
2025-12-01,CB,0.0219,0.0219,0.0219,0.0219
2025-12-01,CBOE,0.0515,0.0515,0.0515,0.0515
2025-12-01,CBRE,0.0676,0.0676,0.0676,0.0676
2025-12-01,CCI,-0.029,-0.029,-0.029,-0.029
2025-12-01,CCJ,0.0716,0.0716,0.0716,0.0716
2025-12-01,CCL,0.0275,0.0275,0.0275,0.0275
2025-12-01,CDNS,0.006,0.006,0.006,0.006
2025-12-01,CDW,-0.0376,-0.0376,-0.0376,-0.0376
2025-12-01,CEG,0.1264,0.1264,0.1264,0.1264
2025-12-01,CF,0.0096,0.0096,0.0096,0.0096
2025-12-01,CFG,0.0571,0.0571,0.0571,0.0571
2025-12-01,CHD,0.0082,0.0082,0.0082,0.0082
2025-12-01,CHRW,0.0671,0.0671,0.0671,0.0671
2025-12-01,CHTR,-0.0647,-0.0647,-0.0647,-0.0647
2025-12-01,CI,-0.0345,-0.0345,-0.0345,-0.0345
2025-12-01,CINF,0.0604,0.0604,0.0604,0.0604
2025-12-01,CIVI,-0.1196,-0.1196,-0.1196,-0.1196
2025-12-01,CL,0.0099,0.0099,0.0099,0.0099
2025-12-01,CLX,-0.0398,-0.0398,-0.0398,-0.0398
2025-12-01,CMBT,-0.0816,-0.0816,-0.0816,-0.0816
2025-12-01,CMCSA,-0.0687,-0.0687,-0.0687,-0.0687
2025-12-01,CME,0.0294,0.0294,0.0294,0.0294
2025-12-01,CMG,-0.0397,-0.0397,-0.0397,-0.0397
2025-12-01,CMI,0.0752,0.0752,0.0752,0.0752
2025-12-01,CMRE,0.0354,0.0354,0.0354,0.0354
2025-12-01,CMS,0.0268,0.0268,0.0268,0.0268
2025-12-01,CNC,-0.1454,-0.1454,-0.1454,-0.1454
2025-12-01,CNP,0.0419,0.0419,0.0419,0.0419
2025-12-01,CNR,-0.0168,-0.0168,-0.0168,-0.0168
2025-12-01,COF,0.0493,0.0493,0.0493,0.0493
2025-12-01,COIN,0.0658,0.0658,0.0658,0.0658
2025-12-01,COMT,0.003,0.003,0.003,0.003
2025-12-01,COO,-0.0209,-0.0209,-0.0209,-0.0209
2025-12-01,COP,-0.0427,-0.0427,-0.0427,-0.0427
2025-12-01,COR,0.0694,0.0694,0.0694,0.0694
2025-12-01,CORN,-0.0264,-0.0264,-0.0264,-0.0264
2025-12-01,COST,0.0347,0.0347,0.0347,0.0347
2025-12-01,CPAY,-0.0113,-0.0113,-0.0113,-0.0113
2025-12-01,CPB,-0.0431,-0.0431,-0.0431,-0.0431
2025-12-01,CPER,0.0685,0.0685,0.0685,0.0685
2025-12-01,CPRT,0.0137,0.0137,0.0137,0.0137
2025-12-01,CPT,0.0012,0.0012,0.0012,0.0012
2025-12-01,CRESY,0.0249,0.0249,0.0249,0.0249
2025-12-01,CRL,-0.0713,-0.0713,-0.0713,-0.0713
2025-12-01,CRM,-0.0236,-0.0236,-0.0236,-0.0236
2025-12-01,CRWD,0.0697,0.0697,0.0697,0.0697
2025-12-01,CSCO,0.0353,0.0353,0.0353,0.0353
2025-12-01,CSGP,-0.0182,-0.0182,-0.0182,-0.0182
2025-12-01,CSX,0.0042,0.0042,0.0042,0.0042
2025-12-01,CTAS,0.0305,0.0305,0.0305,0.0305
2025-12-01,CTRA,0.0023,0.0023,0.0023,0.0023
2025-12-01,CTSH,-0.0073,-0.0073,-0.0073,-0.0073
2025-12-01,CTVA,0.0255,0.0255,0.0255,0.0255
2025-12-01,CVS,-0.0251,-0.0251,-0.0251,-0.0251
2025-12-01,CVX,0.0115,0.0115,0.0115,0.0115
2025-12-01,D,0.0239,0.0239,0.0239,0.0239
2025-12-01,DAL,0.0331,0.0331,0.0331,0.0331
2025-12-01,DASH,0.0817,0.0817,0.0817,0.0817
2025-12-01,DAY,-0.029,-0.029,-0.029,-0.029
2025-12-01,DBA,0.0351,0.0351,0.0351,0.0351
2025-12-01,DBB,0.0192,0.0192,0.0192,0.0192
2025-12-01,DBC,-0.0021,-0.0021,-0.0021,-0.0021
2025-12-01,DD,-0.0976,-0.0976,-0.0976,-0.0976
2025-12-01,DDOG,0.0524,0.0524,0.0524,0.0524
2025-12-01,DE,0.0088,0.0088,0.0088,0.0088
2025-12-01,DECK,-0.0274,-0.0274,-0.0274,-0.0274
2025-12-01,DELL,0.0638,0.0638,0.0638,0.0638
2025-12-01,DG,-0.0022,-0.0022,-0.0022,-0.0022
2025-12-01,DGX,0.0388,0.0388,0.0388,0.0388
2025-12-01,DHI,0.0091,0.0091,0.0091,0.0091
2025-12-01,DHR,-0.0014,-0.0014,-0.0014,-0.0014
2025-12-01,DHT,0.0255,0.0255,0.0255,0.0255
2025-12-01,DIA,0.0021,0.0021,0.0021,0.0021
2025-12-01,DIS,-0.0041,-0.0041,-0.0041,-0.0041
2025-12-01,DJI,0.0019,0.0019,0.0019,0.0019
2025-12-01,DLR,0.0106,0.0106,0.0106,0.0106
2025-12-01,DLTR,-0.0648,-0.0648,-0.0648,-0.0648
2025-12-01,DOC,-0.0041,-0.0041,-0.0041,-0.0041
2025-12-01,DOV,0.0002,0.0002,0.0002,0.0002
2025-12-01,DOW,-0.1363,-0.1363,-0.1363,-0.1363
2025-12-01,DPZ,0.0014,0.0014,0.0014,0.0014
2025-12-01,DRI,0.0094,0.0094,0.0094,0.0094
2025-12-01,DTE,0.0224,0.0224,0.0224,0.0224
2025-12-01,DUK,0.0331,0.0331,0.0331,0.0331
2025-12-01,DVA,0.0303,0.0303,0.0303,0.0303
2025-12-01,DVN,-0.0779,-0.0779,-0.0779,-0.0779
2025-12-01,DXCM,-0.1214,-0.1214,-0.1214,-0.1214
2025-12-01,EA,0.0236,0.0236,0.0236,0.0236
2025-12-01,EBAY,0.0976,0.0976,0.0976,0.0976
2025-12-01,EC,-0.0278,-0.0278,-0.0278,-0.0278
2025-12-01,ECH,0.032,0.032,0.032,0.032
2025-12-01,ECL,0.0253,0.0253,0.0253,0.0253
2025-12-01,ED,0.0182,0.0182,0.0182,0.0182
2025-12-01,EDEN,-0.0102,-0.0102,-0.0102,-0.0102
2025-12-01,EDV,-0.0131,-0.0131,-0.0131,-0.0131
2025-12-01,EFNL,0.0254,0.0254,0.0254,0.0254
2025-12-01,EFX,-0.0307,-0.0307,-0.0307,-0.0307
2025-12-01,EG,-0.019,-0.019,-0.019,-0.019
2025-12-01,EIDO,-0.0272,-0.0272,-0.0272,-0.0272
2025-12-01,EIRL,0.0127,0.0127,0.0127,0.0127
2025-12-01,EIS,0.0686,0.0686,0.0686,0.0686
2025-12-01,EIX,-0.0203,-0.0203,-0.0203,-0.0203
2025-12-01,EL,-0.0679,-0.0679,-0.0679,-0.0679
2025-12-01,ELV,-0.0687,-0.0687,-0.0687,-0.0687
2025-12-01,EME,0.1233,0.1233,0.1233,0.1233
2025-12-01,EMN,-0.0667,-0.0667,-0.0667,-0.0667
2025-12-01,EMR,0.0305,0.0305,0.0305,0.0305
2025-12-01,ENZL,-0.0117,-0.0117,-0.0117,-0.0117
2025-12-01,EOG,-0.0225,-0.0225,-0.0225,-0.0225
2025-12-01,EPAM,-0.0561,-0.0561,-0.0561,-0.0561
2025-12-01,EPHE,-0.0053,-0.0053,-0.0053,-0.0053
2025-12-01,EPOL,0.0414,0.0414,0.0414,0.0414
2025-12-01,EPU,0.0782,0.0782,0.0782,0.0782
2025-12-01,EQIX,-0.0152,-0.0152,-0.0152,-0.0152
2025-12-01,EQR,-0.0063,-0.0063,-0.0063,-0.0063
2025-12-01,EQT,0.0498,0.0498,0.0498,0.0498
2025-12-01,ERIE,0.0001,0.0001,0.0001,0.0001
2025-12-01,ES,0.002,0.002,0.002,0.002
2025-12-01,ES=F,0.0103,0.0103,0.0103,0.0103
2025-12-01,ESS,0.0022,0.0022,0.0022,0.0022
2025-12-01,ETN,0.0352,0.0352,0.0352,0.0352
2025-12-01,ETR,0.0963,0.0963,0.0963,0.0963
2025-12-01,EVRG,0.0484,0.0484,0.0484,0.0484
2025-12-01,EW,-0.0075,-0.0075,-0.0075,-0.0075
2025-12-01,EWA,-0.0232,-0.0232,-0.0232,-0.0232
2025-12-01,EWC,0.026,0.026,0.026,0.026
2025-12-01,EWD,0.0101,0.0101,0.0101,0.0101
2025-12-01,EWG,0.0267,0.0267,0.0267,0.0267
2025-12-01,EWH,0.0364,0.0364,0.0364,0.0364
2025-12-01,EWI,0.037,0.037,0.037,0.037
2025-12-01,EWJ,-0.0012,-0.0012,-0.0012,-0.0012
2025-12-01,EWK,0.0195,0.0195,0.0195,0.0195
2025-12-01,EWL,0.0065,0.0065,0.0065,0.0065
2025-12-01,EWM,0.0248,0.0248,0.0248,0.0248
2025-12-01,EWN,0.0159,0.0159,0.0159,0.0159
2025-12-01,EWO,0.0484,0.0484,0.0484,0.0484
2025-12-01,EWP,0.053,0.053,0.053,0.053
2025-12-01,EWQ,-0.0006,-0.0006,-0.0006,-0.0006
2025-12-01,EWS,0.0278,0.0278,0.0278,0.0278
2025-12-01,EWT,-0.0014,-0.0014,-0.0014,-0.0014
2025-12-01,EWU,0.0075,0.0075,0.0075,0.0075
2025-12-01,EWW,-0.0067,-0.0067,-0.0067,-0.0067
2025-12-01,EWY,0.0534,0.0534,0.0534,0.0534
2025-12-01,EWZ,-0.0281,-0.0281,-0.0281,-0.0281
2025-12-01,EXC,0.0393,0.0393,0.0393,0.0393
2025-12-01,EXE,0.0348,0.0348,0.0348,0.0348
2025-12-01,EXPD,0.0121,0.0121,0.0121,0.0121
2025-12-01,EXPE,0.0413,0.0413,0.0413,0.0413
2025-12-01,EXR,-0.0274,-0.0274,-0.0274,-0.0274
2025-12-01,F,0.0295,0.0295,0.0295,0.0295
2025-12-01,FANG,-0.0389,-0.0389,-0.0389,-0.0389
2025-12-01,FAST,0.046,0.046,0.046,0.046
2025-12-01,FCX,-0.0179,-0.0179,-0.0179,-0.0179
2025-12-01,FDS,-0.0715,-0.0715,-0.0715,-0.0715
2025-12-01,FDX,-0.0059,-0.0059,-0.0059,-0.0059
2025-12-01,FE,0.0205,0.0205,0.0205,0.0205
2025-12-01,FFIV,0.0613,0.0613,0.0613,0.0613
2025-12-01,FICO,0.0797,0.0797,0.0797,0.0797
2025-12-01,FIS,-0.0085,-0.0085,-0.0085,-0.0085
2025-12-01,FISV,-0.1028,-0.1028,-0.1028,-0.1028
2025-12-01,FITB,0.015,0.015,0.015,0.015
2025-12-01,FOXA,0.0963,0.0963,0.0963,0.0963
2025-12-01,FRO,0.0057,0.0057,0.0057,0.0057
2025-12-01,FRT,-0.0389,-0.0389,-0.0389,-0.0389
2025-12-01,FSLR,0.108,0.108,0.108,0.108
2025-12-01,FTI,0.053,0.053,0.053,0.053
2025-12-01,FTNT,0.0237,0.0237,0.0237,0.0237
2025-12-01,FTV,-0.0078,-0.0078,-0.0078,-0.0078
2025-12-01,FVX,-0.0331,-0.0331,-0.0331,-0.0331
2025-12-01,FXA,-0.0108,-0.0108,-0.0108,-0.0108
2025-12-01,FXB,0.0019,0.0019,0.0019,0.0019
2025-12-01,FXC,-0.0031,-0.0031,-0.0031,-0.0031
2025-12-01,FXE,0.0119,0.0119,0.0119,0.0119
2025-12-01,FXY,-0.0106,-0.0106,-0.0106,-0.0106
2025-12-01,GD,0.0477,0.0477,0.0477,0.0477
2025-12-01,GDDY,0.0193,0.0193,0.0193,0.0193
2025-12-01,GDX,0.1275,0.1275,0.1275,0.1275
2025-12-01,GDXJ,0.1348,0.1348,0.1348,0.1348
2025-12-01,GE,0.1163,0.1163,0.1163,0.1163
2025-12-01,GEHC,-0.0111,-0.0111,-0.0111,-0.0111
2025-12-01,GEN,-0.0061,-0.0061,-0.0061,-0.0061
2025-12-01,GEOS,0.0855,0.0855,0.0855,0.0855
2025-12-01,GEV,0.2833,0.2833,0.2833,0.2833
2025-12-01,GGB,-0.0267,-0.0267,-0.0267,-0.0267
2025-12-01,GILD,0.0531,0.0531,0.0531,0.0531
2025-12-01,GIS,-0.0351,-0.0351,-0.0351,-0.0351
2025-12-01,GL,-0.2085,-0.2085,-0.2085,-0.2085
2025-12-01,GLATF,-0.2362,-0.2362,-0.2362,-0.2362
2025-12-01,GLD,0.1232,0.1232,0.1232,0.1232
2025-12-01,GLW,0.1333,0.1333,0.1333,0.1333
2025-12-01,GM,0.089,0.089,0.089,0.089
2025-12-01,GNK,0.0042,0.0042,0.0042,0.0042
2025-12-01,GNRC,0.0326,0.0326,0.0326,0.0326
2025-12-01,GOOGL,0.1065,0.1065,0.1065,0.1065
2025-12-01,GPC,-0.0181,-0.0181,-0.0181,-0.0181
2025-12-01,GPN,-0.093,-0.093,-0.093,-0.093
2025-12-01,GREK,0.0612,0.0612,0.0612,0.0612
2025-12-01,GRMN,0.0572,0.0572,0.0572,0.0572
2025-12-01,GS,0.07,0.07,0.07,0.07
2025-12-01,GWW,0.0208,0.0208,0.0208,0.0208
2025-12-01,HAL,-0.0544,-0.0544,-0.0544,-0.0544
2025-12-01,HAS,0.053,0.053,0.053,0.053
2025-12-01,HBAN,0.0103,0.0103,0.0103,0.0103
2025-12-01,HCA,0.0814,0.0814,0.0814,0.0814
2025-12-01,HD,-0.0044,-0.0044,-0.0044,-0.0044
2025-12-01,HIG,0.0622,0.0622,0.0622,0.0622
2025-12-01,HII,0.0072,0.0072,0.0072,0.0072
2025-12-01,HLT,0.039,0.039,0.039,0.039
2025-12-01,HLX,-0.0536,-0.0536,-0.0536,-0.0536
2025-12-01,HOLX,-0.0239,-0.0239,-0.0239,-0.0239
2025-12-01,HON,-0.0212,-0.0212,-0.0212,-0.0212
2025-12-01,HOOD,0.2358,0.2358,0.2358,0.2358
2025-12-01,HPE,0.0042,0.0042,0.0042,0.0042
2025-12-01,HPQ,-0.0401,-0.0401,-0.0401,-0.0401
2025-12-01,HRL,-0.0445,-0.0445,-0.0445,-0.0445
2025-12-01,HSIC,-0.0072,-0.0072,-0.0072,-0.0072
2025-12-01,HST,-0.0414,-0.0414,-0.0414,-0.0414
2025-12-01,HSY,-0.0115,-0.0115,-0.0115,-0.0115
2025-12-01,HUBB,0.0377,0.0377,0.0377,0.0377
2025-12-01,HUM,-0.1138,-0.1138,-0.1138,-0.1138
2025-12-01,HWM,0.1531,0.1531,0.1531,0.1531
2025-12-01,HYD,-0.0044,-0.0044,-0.0044,-0.0044
2025-12-01,HYG,-0.0023,-0.0023,-0.0023,-0.0023
2025-12-01,IBKR,0.1188,0.1188,0.1188,0.1188
2025-12-01,IBM,0.0893,0.0893,0.0893,0.0893
2025-12-01,ICE,0.0032,0.0032,0.0032,0.0032
2025-12-01,ICL,0.026,0.026,0.026,0.026
2025-12-01,IDXX,0.0335,0.0335,0.0335,0.0335
2025-12-01,IEF,0.0047,0.0047,0.0047,0.0047
2025-12-01,IEX,-0.0264,-0.0264,-0.0264,-0.0264
2025-12-01,IFF,-0.0369,-0.0369,-0.0369,-0.0369
2025-12-01,INCY,0.0784,0.0784,0.0784,0.0784
2025-12-01,INDA,0.0105,0.0105,0.0105,0.0105
2025-12-01,INTC,-0.0385,-0.0385,-0.0385,-0.0385
2025-12-01,INTU,0.001,0.001,0.001,0.001
2025-12-01,INVH,-0.0239,-0.0239,-0.0239,-0.0239
2025-12-01,IP,0.0035,0.0035,0.0035,0.0035
2025-12-01,IQV,0.0005,0.0005,0.0005,0.0005
2025-12-01,IR,-0.0026,-0.0026,-0.0026,-0.0026
2025-12-01,IRM,0.0205,0.0205,0.0205,0.0205
2025-12-01,ISRG,0.0521,0.0521,0.0521,0.0521
2025-12-01,IT,-0.1023,-0.1023,-0.1023,-0.1023
2025-12-01,ITW,-0.0005,-0.0005,-0.0005,-0.0005
2025-12-01,IVZ,0.0303,0.0303,0.0303,0.0303
2025-12-01,IWD,0.0037,0.0037,0.0037,0.0037
2025-12-01,IWF,0.0355,0.0355,0.0355,0.0355
2025-12-01,IWM,0.0142,0.0142,0.0142,0.0142
2025-12-01,J,0.0241,0.0241,0.0241,0.0241
2025-12-01,JBHT,-0.035,-0.035,-0.035,-0.035
2025-12-01,JBL,0.0543,0.0543,0.0543,0.0543
2025-12-01,JCI,0.0797,0.0797,0.0797,0.0797
2025-12-01,JKHY,-0.01,-0.01,-0.01,-0.01
2025-12-01,JNJ,0.0211,0.0211,0.0211,0.0211
2025-12-01,JNK,-0.0069,-0.0069,-0.0069,-0.0069
2025-12-01,JPM,0.0653,0.0653,0.0653,0.0653
2025-12-01,K,0.0496,0.0496,0.0496,0.0496
2025-12-01,KDP,-0.0223,-0.0223,-0.0223,-0.0223
2025-12-01,KEY,0.0213,0.0213,0.0213,0.0213
2025-12-01,KEYS,0.0141,0.0141,0.0141,0.0141
2025-12-01,KHC,-0.0509,-0.0509,-0.0509,-0.0509
2025-12-01,KIM,-0.0043,-0.0043,-0.0043,-0.0043
2025-12-01,KKR,0.0363,0.0363,0.0363,0.0363
2025-12-01,KLAC,0.0902,0.0902,0.0902,0.0902
2025-12-01,KMB,-0.0228,-0.0228,-0.0228,-0.0228
2025-12-01,KMI,0.075,0.075,0.075,0.075
2025-12-01,KMX,-0.0919,-0.0919,-0.0919,-0.0919
2025-12-01,KO,0.0376,0.0376,0.0376,0.0376
2025-12-01,KR,0.0505,0.0505,0.0505,0.0505
2025-12-01,KVUE,-0.045,-0.045,-0.045,-0.045
2025-12-01,L,0.0479,0.0479,0.0479,0.0479
2025-12-01,LDOS,0.0983,0.0983,0.0983,0.0983
2025-12-01,LEN,-0.0072,-0.0072,-0.0072,-0.0072
2025-12-01,LH,0.0093,0.0093,0.0093,0.0093
2025-12-01,LHX,0.0442,0.0442,0.0442,0.0442
2025-12-01,LII,0.0311,0.0311,0.0311,0.0311
2025-12-01,LIN,-0.0076,-0.0076,-0.0076,-0.0076
2025-12-01,LKQ,-0.0514,-0.0514,-0.0514,-0.0514
2025-12-01,LLY,0.0655,0.0655,0.0655,0.0655
2025-12-01,LMT,0.0127,0.0127,0.0127,0.0127
2025-12-01,LNT,0.0333,0.0333,0.0333,0.0333
2025-12-01,LOW,0.0171,0.0171,0.0171,0.0171
2025-12-01,LQD,0.0031,0.0031,0.0031,0.0031
2025-12-01,LRCX,0.0868,0.0868,0.0868,0.0868
2025-12-01,LULU,-0.1101,-0.1101,-0.1101,-0.1101
2025-12-01,LUV,0.0154,0.0154,0.0154,0.0154
2025-12-01,LVS,0.0043,0.0043,0.0043,0.0043
2025-12-01,LW,-0.0857,-0.0857,-0.0857,-0.0857
2025-12-01,LYB,-0.1196,-0.1196,-0.1196,-0.1196
2025-12-01,LYV,0.0301,0.0301,0.0301,0.0301
2025-12-01,MA,0.018,0.018,0.018,0.018
2025-12-01,MAA,0.0083,0.0083,0.0083,0.0083
2025-12-01,MAR,0.0267,0.0267,0.0267,0.0267
2025-12-01,MAS,-0.0167,-0.0167,-0.0167,-0.0167
2025-12-01,MCD,0.0122,0.0122,0.0122,0.0122
2025-12-01,MCHI,0.0627,0.0627,0.0627,0.0627
2025-12-01,MCHP,-0.0947,-0.0947,-0.0947,-0.0947
2025-12-01,MCK,0.0716,0.0716,0.0716,0.0716
2025-12-01,MCO,-0.001,-0.001,-0.001,-0.001
2025-12-01,MDLZ,-0.0311,-0.0311,-0.0311,-0.0311
2025-12-01,MDT,0.0121,0.0121,0.0121,0.0121
2025-12-01,MDY,-0.003,-0.003,-0.003,-0.003
2025-12-01,MET,-0.0093,-0.0093,-0.0093,-0.0093
2025-12-01,META,0.0658,0.0658,0.0658,0.0658
2025-12-01,MGM,-0.046,-0.046,-0.046,-0.046
2025-12-01,MHK,0.0149,0.0149,0.0149,0.0149
2025-12-01,MKC,-0.007,-0.007,-0.007,-0.007
2025-12-01,MLM,0.0264,0.0264,0.0264,0.0264
2025-12-01,MMC,-0.0018,-0.0018,-0.0018,-0.0018
2025-12-01,MMM,0.0807,0.0807,0.0807,0.0807
2025-12-01,MNST,0.0058,0.0058,0.0058,0.0058
2025-12-01,MO,0.0586,0.0586,0.0586,0.0586
2025-12-01,MOH,-0.141,-0.141,-0.141,-0.141
2025-12-01,MOS,-0.0543,-0.0543,-0.0543,-0.0543
2025-12-01,MP,0.1244,0.1244,0.1244,0.1244
2025-12-01,MPC,0.0176,0.0176,0.0176,0.0176
2025-12-01,MPWR,0.0593,0.0593,0.0593,0.0593
2025-12-01,MRK,-0.0201,-0.0201,-0.0201,-0.0201
2025-12-01,MRNA,-0.153,-0.153,-0.153,-0.153
2025-12-01,MS,0.0646,0.0646,0.0646,0.0646
2025-12-01,MSCI,-0.0097,-0.0097,-0.0097,-0.0097
2025-12-01,MSFT,0.0362,0.0362,0.0362,0.0362
2025-12-01,MSI,0.0331,0.0331,0.0331,0.0331
2025-12-01,MTB,0.0408,0.0408,0.0408,0.0408
2025-12-01,MTCH,-0.0026,-0.0026,-0.0026,-0.0026
2025-12-01,MTD,0.0143,0.0143,0.0143,0.0143
2025-12-01,MTUM,0.0181,0.0181,0.0181,0.0181
2025-12-01,MU,0.1109,0.1109,0.1109,0.1109
2025-12-01,MUB,-0.0066,-0.0066,-0.0066,-0.0066
2025-12-01,NCLH,-0.0136,-0.0136,-0.0136,-0.0136
2025-12-01,NDAQ,0.0393,0.0393,0.0393,0.0393
2025-12-01,NDSN,-0.0302,-0.0302,-0.0302,-0.0302
2025-12-01,NDX,0.031,0.031,0.031,0.031
2025-12-01,NEE,0.0384,0.0384,0.0384,0.0384
2025-12-01,NEM,0.1159,0.1159,0.1159,0.1159
2025-12-01,NFLX,0.073,0.073,0.073,0.073
2025-12-01,NI,0.0664,0.0664,0.0664,0.0664
2025-12-01,NKE,-0.0692,-0.0692,-0.0692,-0.0692
2025-12-01,NOC,0.0191,0.0191,0.0191,0.0191
2025-12-01,NORW,0.0095,0.0095,0.0095,0.0095
2025-12-01,NOV,-0.0407,-0.0407,-0.0407,-0.0407
2025-12-01,NOW,-0.0164,-0.0164,-0.0164,-0.0164
2025-12-01,NQ=F,0.0254,0.0254,0.0254,0.0254
2025-12-01,NRG,0.1278,0.1278,0.1278,0.1278
2025-12-01,NSC,0.0168,0.0168,0.0168,0.0168
2025-12-01,NTAP,0.0267,0.0267,0.0267,0.0267
2025-12-01,NTRS,0.0417,0.0417,0.0417,0.0417
2025-12-01,NUE,-0.0244,-0.0244,-0.0244,-0.0244
2025-12-01,NVDA,0.1537,0.1537,0.1537,0.1537
2025-12-01,NVR,0.0237,0.0237,0.0237,0.0237
