Date,Ticker,ST_Trend,st_avg,st_hi,st_lo
2025-12-05,CCL,0.0424,0.0424,,
2025-12-05,CDNS,-0.0739,-0.0739,,
2025-12-05,CDW,0.0912,0.0912,,
2025-12-05,CEG,0.0258,0.0258,,
2025-12-05,CF,-0.0251,-0.0251,,
2025-12-05,CFG,-0.13,-0.13,,
2025-12-05,CHD,0.0066,0.0066,,
2025-12-05,CHRW,-0.0571,-0.0571,,
2025-12-05,CHTR,0.0257,0.0257,,
2025-12-05,CI,-0.1628,-0.1628,,
2025-12-05,CINF,-0.0474,-0.0474,,
2025-12-05,CIVI,0.0233,0.0233,,
2025-12-05,CL,-0.0193,-0.0193,,
2025-12-05,CLX,0.0397,0.0397,,
2025-12-05,CMBT,0.0219,0.0219,,
2025-12-05,CMCSA,0.1277,0.1277,,
2025-12-05,CME,0.0591,0.0591,,
2025-12-05,CMG,-0.0473,-0.0473,,
2025-12-05,CMI,-0.0633,-0.0633,,
2025-12-05,CMRE,0.0523,0.0523,,
2025-12-05,CMS,-0.0575,-0.0575,,
2025-12-05,CNC,-0.0095,-0.0095,,
2025-12-05,CNP,-0.1165,-0.1165,,
2025-12-05,CNR,-0.0758,-0.0758,,
2025-12-05,COF,0.0144,0.0144,,
2025-12-05,COIN,0.077,0.077,,
2025-12-05,COMT,0.012,0.012,,
2025-12-05,COO,0.1506,0.1506,,
2025-12-05,COP,0.0302,0.0302,,
2025-12-05,COR,-0.0043,-0.0043,,
2025-12-05,CORN,-0.0707,-0.0707,,
2025-12-05,COST,0.138,0.138,,
2025-12-05,CPAY,0.0751,0.0751,,
2025-12-05,CPB,0.0285,0.0285,,
2025-12-05,CPER,0.0248,0.0248,,
2025-12-05,CPRT,0.0253,0.0253,,
2025-12-05,CPT,-0.128,-0.128,,
2025-12-05,CRESY,-0.0676,-0.0676,,
2025-12-05,CRL,0.0124,0.0124,,
2025-12-05,CRM,-0.212,-0.212,,
2025-12-05,CRWD,0.0475,0.0475,,
2025-12-05,CSCO,-0.2959,-0.2959,,
2025-12-05,CSGP,-0.0201,-0.0201,,
2025-12-05,CSX,-0.0022,-0.0022,,
2025-12-05,CTAS,0.1854,0.1854,,
2025-12-05,CTRA,-0.0124,-0.0124,,
2025-12-05,CTSH,-0.0005,-0.0005,,
2025-12-05,CTVA,0.0054,0.0054,,
2025-12-05,CVS,-0.073,-0.073,,
2025-12-05,CVX,0.0214,0.0214,,
2025-12-05,D,-0.1657,-0.1657,,
2025-12-05,DAL,0.0028,0.0028,,
2025-12-05,DASH,0.3603,0.3603,,
2025-12-05,DAY,-0.037,-0.037,,
2025-12-05,DBA,-0.0434,-0.0434,,
2025-12-05,DBB,0.015,0.015,,
2025-12-05,DBC,0.0132,0.0132,,
2025-12-05,DD,0.0294,0.0294,,
2025-12-05,DDOG,-0.0301,-0.0301,,
2025-12-05,DE,-0.1566,-0.1566,,
2025-12-05,DECK,0.0976,0.0976,,
2025-12-05,DELL,0.038,0.038,,
2025-12-05,DG,0.2205,0.2205,,
2025-12-05,DGX,0.0244,0.0244,,
2025-12-05,DHI,0.0483,0.0483,,
2025-12-05,DHR,0.0002,0.0002,,
2025-12-05,DHT,-0.0124,-0.0124,,
2025-12-05,DIA,-0.0434,-0.0434,,
2025-12-05,DIS,0.0014,0.0014,,
2025-12-05,DJI,-0.0707,-0.0707,,
2025-12-05,DLR,-0.0078,-0.0078,,
2025-12-05,DLTR,-0.1108,-0.1108,,
2025-12-05,DOC,0.0708,0.0708,,
2025-12-05,DOV,0.0232,0.0232,,
2025-12-05,DOW,-0.073,-0.073,,
2025-12-05,DPZ,-0.0409,-0.0409,,
2025-12-05,DRI,-0.0435,-0.0435,,
2025-12-05,DTE,0.0244,0.0244,,
2025-12-05,DUK,-0.082,-0.082,,
2025-12-05,DVA,0.0055,0.0055,,
2025-12-05,DVN,0.0513,0.0513,,
2025-12-05,DXCM,0.0619,0.0619,,
2025-12-05,EA,0.0437,0.0437,,
2025-12-05,EBAY,0.0176,0.0176,,
2025-12-05,EC,0.0087,0.0087,,
2025-12-05,ECH,-0.032,-0.032,,
2025-12-05,ECL,0.1034,0.1034,,
2025-12-05,ED,-0.1024,-0.1024,,
2025-12-05,EDEN,-0.0695,-0.0695,,
2025-12-05,EDV,0.0219,0.0219,,
2025-12-05,EFNL,0.015,0.015,,
2025-12-05,EFX,0.0225,0.0225,,
2025-12-05,EG,0.0102,0.0102,,
2025-12-05,EIDO,-0.009,-0.009,,
2025-12-05,EIRL,0.0214,0.0214,,
2025-12-05,EIS,0.0681,0.0681,,
2025-12-05,EIX,-0.2027,-0.2027,,
2025-12-05,EL,0.1554,0.1554,,
2025-12-05,ELV,0.005,0.005,,
2025-12-05,EME,0.0593,0.0593,,
2025-12-05,EMN,0.0508,0.0508,,
2025-12-05,EMR,-0.0413,-0.0413,,
2025-12-05,ENZL,-0.0112,-0.0112,,
2025-12-05,EOG,0.0271,0.0271,,
2025-12-05,EPAM,-0.014,-0.014,,
2025-12-05,EPHE,-0.0414,-0.0414,,
2025-12-05,EPOL,0.0033,0.0033,,
2025-12-05,EPU,0.0338,0.0338,,
2025-12-05,EQIX,-0.0005,-0.0005,,
2025-12-05,EQR,0.0555,0.0555,,
2025-12-05,EQT,-0.0281,-0.0281,,
2025-12-05,ERIE,-0.0182,-0.0182,,
2025-12-05,ES,-0.0004,-0.0004,,
2025-12-05,ES=F,0.0858,0.0858,,
2025-12-05,ESS,0.0045,0.0045,,
2025-12-05,ETN,-0.0552,-0.0552,,
2025-12-05,ETR,0.0075,0.0075,,
2025-12-05,EVRG,-0.0516,-0.0516,,
2025-12-05,EW,0.0154,0.0154,,
2025-12-05,EWA,0.0122,0.0122,,
2025-12-05,EWC,0.0285,0.0285,,
2025-12-05,EWD,0.0326,0.0326,,
2025-12-05,EWG,0.0636,0.0636,,
2025-12-05,EWH,0.1111,0.1111,,
2025-12-05,EWI,-0.0649,-0.0649,,
2025-12-05,EWJ,0.1855,0.1855,,
2025-12-05,EWK,0.0143,0.0143,,
2025-12-05,EWL,0.0233,0.0233,,
2025-12-05,EWM,-0.0189,-0.0189,,
2025-12-05,EWN,-0.0931,-0.0931,,
2025-12-05,EWO,0.0107,0.0107,,
2025-12-05,EWP,-0.0064,-0.0064,,
2025-12-05,EWQ,-0.0207,-0.0207,,
2025-12-05,EWS,0.0731,0.0731,,
2025-12-05,EWT,0.0144,0.0144,,
2025-12-05,EWU,0.0054,0.0054,,
2025-12-05,EWW,0.0463,0.0463,,
2025-12-05,EWY,0.0378,0.0378,,
2025-12-05,EWZ,-0.0133,-0.0133,,
2025-12-05,EXC,0.0529,0.0529,,
2025-12-05,EXE,-0.0597,-0.0597,,
2025-12-05,EXPD,-0.0261,-0.0261,,
2025-12-05,EXPE,0.12,0.12,,
2025-12-05,EXR,0.0015,0.0015,,
2025-12-05,F,0.0637,0.0637,,
2025-12-05,FANG,0.0743,0.0743,,
2025-12-05,FAST,-0.0007,-0.0007,,
2025-12-05,FCX,0.0299,0.0299,,
2025-12-05,FDS,0.0774,0.0774,,
2025-12-05,FDX,-0.0508,-0.0508,,
2025-12-05,FE,-0.0841,-0.0841,,
2025-12-05,FFIV,0.1077,0.1077,,
2025-12-05,FICO,-0.1148,-0.1148,,
2025-12-05,FIS,0.2036,0.2036,,
2025-12-05,FISV,0.0772,0.0772,,
2025-12-05,FITB,-0.4406,-0.4406,,
2025-12-05,FOXA,0.0134,0.0134,,
2025-12-05,FRO,0.0096,0.0096,,
2025-12-05,FRT,-0.0126,-0.0126,,
2025-12-05,FSLR,0.1139,0.1139,,
2025-12-05,FTI,-0.0048,-0.0048,,
2025-12-05,FTNT,0.0215,0.0215,,
2025-12-05,FTV,0.0286,0.0286,,
2025-12-05,FVX,0.0346,0.0346,,
2025-12-05,FXA,-0.0117,-0.0117,,
2025-12-05,FXB,0.0102,0.0102,,
2025-12-05,FXC,0.0322,0.0322,,
2025-12-05,FXE,0.0016,0.0016,,
2025-12-05,FXY,-0.0046,-0.0046,,
2025-12-05,GD,-0.1501,-0.1501,,
2025-12-05,GDDY,-0.0197,-0.0197,,
2025-12-05,GDX,0.0195,0.0195,,
2025-12-05,GDXJ,0.0282,0.0282,,
2025-12-05,GE,0.1583,0.1583,,
2025-12-05,GEHC,-0.0064,-0.0064,,
2025-12-05,GEN,-0.149,-0.149,,
2025-12-05,GEOS,-0.0534,-0.0534,,
2025-12-05,GEV,0.0751,0.0751,,
2025-12-05,GGB,-0.0561,-0.0561,,
2025-12-05,GILD,0.0065,0.0065,,
2025-12-05,GIS,0.024,0.024,,
2025-12-05,GL,-0.0431,-0.0431,,
2025-12-05,GLATF,0.1034,0.1034,,
2025-12-05,GLD,0.0372,0.0372,,
2025-12-05,GLW,0.0056,0.0056,,
2025-12-05,GM,0.0414,0.0414,,
2025-12-05,GNK,0.0154,0.0154,,
2025-12-05,GNRC,0.0872,0.0872,,
2025-12-05,GOOGL,-0.1254,-0.1254,,
2025-12-05,GPC,-0.0086,-0.0086,,
2025-12-05,GPN,0.0466,0.0466,,
2025-12-05,GREK,0.0248,0.0248,,
2025-12-05,GRMN,0.0324,0.0324,,
2025-12-05,GS,-0.063,-0.063,,
2025-12-05,GWW,0.0242,0.0242,,
2025-12-05,HAL,0.061,0.061,,
2025-12-05,HAS,-0.0135,-0.0135,,
2025-12-05,HBAN,-0.2222,-0.2222,,
2025-12-05,HCA,0.021,0.021,,
2025-12-05,HD,-0.0164,-0.0164,,
2025-12-05,HIG,-0.0436,-0.0436,,
2025-12-05,HII,0.3208,0.3208,,
2025-12-05,HLT,0.0527,0.0527,,
2025-12-05,HLX,0.1076,0.1076,,
2025-12-05,HOLX,-0.177,-0.177,,
2025-12-05,HON,0.0665,0.0665,,
2025-12-05,HOOD,0.0445,0.0445,,
2025-12-05,HPE,0.0582,0.0582,,
2025-12-05,HPQ,0.0058,0.0058,,
2025-12-05,HRL,0.14,0.14,,
2025-12-05,HSIC,0.0371,0.0371,,
2025-12-05,HST,-0.0782,-0.0782,,
2025-12-05,HSY,-0.0459,-0.0459,,
2025-12-05,HUBB,0.051,0.051,,
2025-12-05,HUM,-0.0095,-0.0095,,
2025-12-05,HWM,-0.0805,-0.0805,,
2025-12-05,HYD,0.0263,0.0263,,
2025-12-05,HYG,-0.0343,-0.0343,,
2025-12-05,IBKR,-0.1298,-0.1298,,
2025-12-05,IBM,-0.0275,-0.0275,,
2025-12-05,ICE,0.2793,0.2793,,
2025-12-05,ICL,-0.0746,-0.0746,,
2025-12-05,IDXX,-0.0144,-0.0144,,
2025-12-05,IEF,-0.0114,-0.0114,,
2025-12-05,IEX,0.0343,0.0343,,
2025-12-05,IFF,0.0441,0.0441,,
2025-12-05,INCY,0.0041,0.0041,,
2025-12-05,INDA,0.0065,0.0065,,
2025-12-05,INTC,0.0738,0.0738,,
2025-12-05,INTU,0.011,0.011,,
2025-12-05,INVH,0.0451,0.0451,,
2025-12-05,IP,-0.0298,-0.0298,,
2025-12-05,IQV,-0.1737,-0.1737,,
2025-12-05,IR,-0.0097,-0.0097,,
2025-12-05,IRM,-0.1613,-0.1613,,
2025-12-05,ISRG,0.0012,0.0012,,
2025-12-05,IT,-0.0176,-0.0176,,
2025-12-05,ITW,0.0051,0.0051,,
2025-12-05,IVZ,0.3671,0.3671,,
2025-12-05,IWD,-0.011,-0.011,,
2025-12-05,IWF,0.0043,0.0043,,
2025-12-05,IWM,-0.0935,-0.0935,,
2025-12-05,J,0.0112,0.0112,,
2025-12-05,JBHT,0.1113,0.1113,,
2025-12-05,JBL,0.1038,0.1038,,
2025-12-05,JCI,0.0807,0.0807,,
2025-12-05,JKHY,-0.0775,-0.0775,,
2025-12-05,JNJ,-0.0091,-0.0091,,
2025-12-05,JNK,-0.0124,-0.0124,,
2025-12-05,JPM,-0.1288,-0.1288,,
2025-12-05,K,-0.1025,-0.1025,,
2025-12-05,KDP,0.0031,0.0031,,
2025-12-05,KEY,-0.1147,-0.1147,,
2025-12-05,KEYS,-0.0698,-0.0698,,
2025-12-05,KHC,0.0489,0.0489,,
2025-12-05,KIM,0.0296,0.0296,,
2025-12-05,KKR,0.0136,0.0136,,
2025-12-05,KLAC,-0.0537,-0.0537,,
2025-12-05,KMB,-0.0641,-0.0641,,
2025-12-05,KMI,0.0748,0.0748,,
2025-12-05,KMX,-0.0373,-0.0373,,
2025-12-05,KO,0.0341,0.0341,,
2025-12-05,KR,-0.0293,-0.0293,,
2025-12-05,KVUE,-0.0263,-0.0263,,
2025-12-05,L,-0.0222,-0.0222,,
2025-12-05,LDOS,0.3549,0.3549,,
2025-12-05,LEN,0.007,0.007,,
2025-12-05,LH,-0.0586,-0.0586,,
2025-12-05,LHX,-0.0073,-0.0073,,
2025-12-05,LII,-0.0325,-0.0325,,
2025-12-05,LIN,0.1387,0.1387,,
2025-12-05,LKQ,-0.0235,-0.0235,,
2025-12-05,LLY,-0.0262,-0.0262,,
2025-12-05,LMT,-0.0601,-0.0601,,
2025-12-05,LNT,0.0231,0.0231,,
2025-12-05,LOW,-0.1758,-0.1758,,
2025-12-05,LQD,0.004,0.004,,
2025-12-05,LRCX,0.0887,0.0887,,
2025-12-05,LULU,0.116,0.116,,
2025-12-05,LUV,0.1847,0.1847,,
2025-12-05,LVS,0.0633,0.0633,,
2025-12-05,LW,0.0082,0.0082,,
2025-12-05,LYB,-0.0711,-0.0711,,
2025-12-05,LYV,-0.1112,-0.1112,,
2025-12-05,MA,0.0885,0.0885,,
2025-12-05,MAA,-0.0201,-0.0201,,
2025-12-05,MAR,0.0171,0.0171,,
2025-12-05,MAS,-0.133,-0.133,,
2025-12-05,MCD,-0.0094,-0.0094,,
2025-12-05,MCHI,0.0174,0.0174,,
2025-12-05,MCHP,0.165,0.165,,
2025-12-05,MCK,-0.04,-0.04,,
2025-12-05,MCO,0.055,0.055,,
2025-12-05,MDLZ,-0.0422,-0.0422,,
2025-12-05,MDT,-0.026,-0.026,,
2025-12-05,MDY,0.0351,0.0351,,
2025-12-05,MET,-0.0346,-0.0346,,
2025-12-05,META,0.1125,0.1125,,
2025-12-05,MGM,0.0881,0.0881,,
2025-12-05,MHK,-0.0673,-0.0673,,
2025-12-05,MKC,-0.002,-0.002,,
2025-12-05,MLM,0.0846,0.0846,,
2025-12-05,MMC,-0.021,-0.021,,
2025-12-05,MMM,-0.0201,-0.0201,,
2025-12-05,MNST,-0.0987,-0.0987,,
2025-12-05,MO,-0.0531,-0.0531,,
2025-12-05,MOH,0.0099,0.0099,,
2025-12-05,MOS,-0.0384,-0.0384,,
2025-12-05,MP,-0.068,-0.068,,
2025-12-05,MPC,-0.0822,-0.0822,,
2025-12-05,MPWR,0.0371,0.0371,,
2025-12-05,MRK,-0.0406,-0.0406,,
2025-12-05,MRNA,-0.028,-0.028,,
2025-12-05,MS,-0.0791,-0.0791,,
2025-12-05,MSCI,-0.0542,-0.0542,,
2025-12-05,MSFT,-0.0194,-0.0194,,
2025-12-05,MSI,0.0639,0.0639,,
2025-12-05,MTB,-0.038,-0.038,,
2025-12-05,MTCH,-0.0238,-0.0238,,
2025-12-05,MTD,-0.0091,-0.0091,,
2025-12-05,MTUM,0.0239,0.0239,,
2025-12-05,MU,-0.0343,-0.0343,,
2025-12-05,MUB,-0.0066,-0.0066,,
2025-12-05,NCLH,-0.1729,-0.1729,,
2025-12-05,NDAQ,-0.0193,-0.0193,,
2025-12-05,NDSN,-0.006,-0.006,,
2025-12-05,NDX,0.0057,0.0057,,
2025-12-05,NEE,-0.1229,-0.1229,,
2025-12-05,NEM,0.0306,0.0306,,
2025-12-05,NFLX,-0.06,-0.06,,
2025-12-05,NI,-0.1072,-0.1072,,
2025-12-05,NKE,-0.0596,-0.0596,,
2025-12-05,NOC,-0.129,-0.129,,
2025-12-05,NORW,0.0212,0.0212,,
2025-12-05,NOV,0.008,0.008,,
2025-12-05,NOW,0.0955,0.0955,,
2025-12-05,NQ=F,-0.0115,-0.0115,,
2025-12-05,NRG,-0.0238,-0.0238,,
2025-12-05,NSC,-0.0074,-0.0074,,
2025-12-05,NTAP,0.0335,0.0335,,
2025-12-05,NTRS,0.0096,0.0096,,
2025-12-05,NUE,-0.04,-0.04,,
2025-12-05,NVDA,0.0327,0.0327,,
2025-12-05,NVR,-0.0145,-0.0145,,
2025-12-05,NWSA,0.0509,0.0509,,
2025-12-05,NXPI,0.2349,0.2349,,
2025-12-05,O,0.0159,0.0159,,
2025-12-05,ODFL,0.0021,0.0021,,
2025-12-05,OEF,-0.061,-0.061,,
2025-12-05,OKE,-0.1478,-0.1478,,
2025-12-05,OMC,0.0313,0.0313,,
2025-12-05,ON,0.0803,0.0803,,
2025-12-05,ORCL,0.0099,0.0099,,
2025-12-05,ORLY,-0.0483,-0.0483,,
2025-12-05,OTIS,0.0863,0.0863,,
2025-12-05,OXY,0.0252,0.0252,,
2025-12-05,PAM,-0.0103,-0.0103,,
2025-12-05,PANW,0.0566,0.0566,,
2025-12-05,PAYC,0.0172,0.0172,,
2025-12-05,PAYX,0.0041,0.0041,,
2025-12-05,PBR,-0.0629,-0.0629,,
2025-12-05,PCAR,-0.0543,-0.0543,,
2025-12-05,PCG,-0.207,-0.207,,
2025-12-05,PEG,0.0572,0.0572,,
2025-12-05,PEP,0.0025,0.0025,,
2025-12-05,PFE,-0.0002,-0.0002,,
2025-12-05,PFF,0.0576,0.0576,,
2025-12-05,PFG,-0.2218,-0.2218,,
2025-12-05,PG,-0.0175,-0.0175,,
2025-12-05,PGR,-0.013,-0.013,,
2025-12-05,PH,0.0188,0.0188,,
2025-12-05,PHM,0.0201,0.0201,,
2025-12-05,PKG,-0.0695,-0.0695,,
2025-12-05,PLD,0.0392,0.0392,,
2025-12-05,PLTR,0.0917,0.0917,,
2025-12-05,PM,0.1899,0.1899,,
2025-12-05,PNC,-0.3238,-0.3238,,
2025-12-05,PNR,-0.0067,-0.0067,,
2025-12-05,PNW,-0.0016,-0.0016,,
2025-12-05,PODD,0.0801,0.0801,,
2025-12-05,POOL,0.01,0.01,,
2025-12-05,POWA,-0.0008,-0.0008,,
2025-12-05,PPG,0.012,0.012,,
2025-12-05,PPL,-0.0475,-0.0475,,
2025-12-05,PPLT,-0.0256,-0.0256,,
2025-12-05,PRU,-0.1011,-0.1011,,
2025-12-05,PSA,-0.0022,-0.0022,,
2025-12-05,PSKY,-0.0547,-0.0547,,
2025-12-05,PSX,0.0033,0.0033,,
2025-12-05,PTC,0.0666,0.0666,,
2025-12-05,PWR,0.2406,0.2406,,
2025-12-05,PYPL,0.1445,0.1445,,
2025-12-05,QAT,-0.0152,-0.0152,,
2025-12-05,QCOM,0.0169,0.0169,,
2025-12-05,QQQ,0.0105,0.0105,,
2025-12-05,QUAL,0.0079,0.0079,,
2025-12-05,RCL,0.0614,0.0614,,
2025-12-05,REG,-0.0124,-0.0124,,
2025-12-05,REGN,-0.0969,-0.0969,,
2025-12-05,RF,-0.0606,-0.0606,,
2025-12-05,RIG,0.0085,0.0085,,
2025-12-05,RJF,-0.1115,-0.1115,,
2025-12-05,RL,0.0431,0.0431,,
2025-12-05,RMD,0.1035,0.1035,,
2025-12-05,ROK,-0.0856,-0.0856,,
2025-12-05,ROKU,0.0265,0.0265,,
2025-12-05,ROL,-0.0712,-0.0712,,
2025-12-05,ROP,-0.0265,-0.0265,,
2025-12-05,ROST,-0.0325,-0.0325,,
2025-12-05,RSG,-0.3188,-0.3188,,
2025-12-05,RSP,0.002,0.002,,
2025-12-05,RTX,0.0422,0.0422,,
2025-12-05,RUT,-0.0939,-0.0939,,
2025-12-05,RVTY,-0.0259,-0.0259,,
2025-12-05,SBAC,0.0016,0.0016,,
2025-12-05,SBLK,0.0291,0.0291,,
2025-12-05,SBUX,0.0229,0.0229,,
2025-12-05,SCHP,-0.0558,-0.0558,,
2025-12-05,SCHW,-0.0445,-0.0445,,
2025-12-05,SD,0.0116,0.0116,,
2025-12-05,SDY,-0.0017,-0.0017,,
2025-12-05,SHW,0.0675,0.0675,,
2025-12-05,SHY,-0.0068,-0.0068,,
2025-12-05,SILJ,0.0016,0.0016,,
2025-12-05,SJM,-0.1226,-0.1226,,
2025-12-05,SLB,0.0114,0.0114,,
2025-12-05,SLV,0.0312,0.0312,,
2025-12-05,SMCI,0.0081,0.0081,,
2025-12-05,SMH,0.0405,0.0405,,
2025-12-05,SNA,0.062,0.062,,
2025-12-05,SNDK,-0.1214,-0.1214,,
2025-12-05,SNPS,-0.0689,-0.0689,,
2025-12-05,SO,-0.0329,-0.0329,,
2025-12-05,SOLV,0.0072,0.0072,,
2025-12-05,SOYB,-0.0617,-0.0617,,
2025-12-05,SPG,-0.0209,-0.0209,,
2025-12-05,SPGI,-0.0394,-0.0394,,
2025-12-05,SPHB,-0.3174,-0.3174,,
2025-12-05,SPLV,0.0261,0.0261,,
2025-12-05,SPX,-0.1509,-0.1509,,
2025-12-05,SPY,-0.096,-0.096,,
2025-12-05,SRE,0.0305,0.0305,,
2025-12-05,STE,-0.1293,-0.1293,,
2025-12-05,STIP,0.0104,0.0104,,
2025-12-05,STLA,0.098,0.098,,
2025-12-05,STLD,-0.0601,-0.0601,,
2025-12-05,STNG,-0.0073,-0.0073,,
2025-12-05,STT,0.0041,0.0041,,
2025-12-05,STX,-0.0408,-0.0408,,
2025-12-05,STZ,0.0955,0.0955,,
2025-12-05,SW,-0.0175,-0.0175,,
2025-12-05,SWK,0.0183,0.0183,,
2025-12-05,SWKS,0.0847,0.0847,,
2025-12-05,SYF,0.0008,0.0008,,
2025-12-05,SYK,-0.0163,-0.0163,,
2025-12-05,SYY,0.097,0.097,,
2025-12-05,T,0.5243,0.5243,,
2025-12-05,TAGS,-0.0082,-0.0082,,
2025-12-05,TAP,0.0212,0.0212,,
2025-12-05,TDG,-0.0327,-0.0327,,
2025-12-05,TDW,0.0241,0.0241,,
2025-12-05,TDY,-0.0301,-0.0301,,
2025-12-05,TECH,-0.0978,-0.0978,,
2025-12-05,TECK,0.0519,0.0519,,
2025-12-05,TEL,0.0968,0.0968,,
2025-12-05,TER,0.1504,0.1504,,
2025-12-05,TFC,-0.0845,-0.0845,,
2025-12-05,TGT,-0.0033,-0.0033,,
2025-12-05,THD,0.0338,0.0338,,
2025-12-05,TIP,-0.0537,-0.0537,,
2025-12-05,TJX,0.0732,0.0732,,
2025-12-05,TKO,0.0799,0.0799,,
2025-12-05,TLT,0.0124,0.0124,,
2025-12-05,TMO,-0.1416,-0.1416,,
2025-12-05,TMUS,0.1297,0.1297,,
2025-12-05,TNX,0.0372,0.0372,,
2025-12-05,TPL,-0.0307,-0.0307,,
2025-12-05,TPR,0.0217,0.0217,,
2025-12-05,TRGP,0.0041,0.0041,,
2025-12-05,TRMB,0.2688,0.2688,,
2025-12-05,TROW,-0.0282,-0.0282,,
2025-12-05,TRV,0.0327,0.0327,,
2025-12-05,TS,0.0017,0.0017,,
2025-12-05,TSCO,-0.0198,-0.0198,,
2025-12-05,TSLA,0.005,0.005,,
2025-12-05,TSN,0.0079,0.0079,,
2025-12-05,TT,-0.0456,-0.0456,,
2025-12-05,TTD,0.0142,0.0142,,
2025-12-05,TTWO,0.0326,0.0326,,
2025-12-05,TUR,0.0058,0.0058,,
2025-12-05,TXN,0.1306,0.1306,,
2025-12-05,TXT,0.0185,0.0185,,
2025-12-05,TYL,-0.085,-0.085,,
2025-12-05,TYX,0.0361,0.0361,,
2025-12-05,UAL,0.0904,0.0904,,
2025-12-05,UBER,0.0541,0.0541,,
2025-12-05,UDR,-0.0284,-0.0284,,
